reporting_week,reporting_date,product_pillar,product_group,gross_revenue_actual,net_revenue_actual,gross_revenue_budget,net_revenue_budget,gross_revenue_2_10_forecast,net_revenue_2_10_forecast
2023-10-23,2023-10-24,Money Management,issuing,299415.11,161640.072,,,,
2023-10-16,2023-10-17,Money Management,issuing,321077.372,173334.5039,,,,
2023-05-29,2023-06-01,Money Management,issuing,316760.1776,171917.9246,,,,
2026-10-12,2026-10-15,Money Management,issuing,,,769855.823,342419.8642,748356.1212,352709.1981
2026-05-18,2026-05-21,Money Management,issuing,,,654361.3863,289048.7948,642271.9671,300004.4871
2024-01-01,2024-01-06,Money Management,issuing,382722.7684,219244.0043,,,,
2025-06-09,2025-06-10,Money Management,issuing,544838.9368,224924.548,,,,
2026-11-30,2026-12-06,Money Management,issuing,,,869544.4255,402431.631,823280.548,389245.1575
2026-11-30,2026-12-02,Money Management,issuing,,,1254882.695,580769.0498,1188116.999,561738.9958
2024-01-29,2024-02-02,Money Management,issuing,591331.9674,314083.1917,,,,
2023-11-06,2023-11-06,Money Management,issuing,237782.898,119871.2396,,,,
2024-12-02,2024-12-08,Money Management,issuing,380897.0937,172365.0282,,,,
2025-10-13,2025-10-18,Money Management,issuing,604894.2453,257628.1567,,,,
2025-08-18,2025-08-18,Money Management,issuing,441447.5171,193085.9772,,,,
2026-01-19,2026-01-25,Money Management,issuing,456189.3077,200739.6033,533287.218,239128.2994,,
2026-04-06,2026-04-07,Money Management,issuing,708221.779,340970.5731,637259.1274,285672.0046,630703.065,296691.9652
2023-06-12,2023-06-14,Money Management,issuing,301934.8797,163871.6656,,,,
2025-10-27,2025-11-01,Money Management,issuing,658615.4694,330133.627,,,,
2025-06-09,2025-06-09,Money Management,issuing,453078.6839,187043.3834,,,,
2023-04-17,2023-04-17,Money Management,issuing,219530.9682,116619.3136,,,,
2024-09-23,2024-09-23,Money Management,issuing,351319.7912,158123.6463,,,,
2024-09-09,2024-09-15,Money Management,issuing,322184.4203,145010.263,,,,
2023-05-22,2023-05-23,Money Management,issuing,252107.3094,131605.7039,,,,
2026-07-20,2026-07-25,Money Management,issuing,,,647775.2238,294328.7129,641873.3644,299537.8492
2026-08-24,2026-08-26,Money Management,issuing,,,594142.6836,271737.1852,592322.3327,277211.089
2026-09-21,2026-09-27,Money Management,issuing,,,775300.6405,359510.9921,772121.8887,364154.1115
2026-08-31,2026-09-05,Money Management,issuing,,,778438.602,360966.0814,775246.9845,365627.9934
2025-12-15,2025-12-18,Money Management,issuing,753812.9196,343830.7629,,,,
2023-08-14,2023-08-15,Money Management,issuing,314945.1315,216496.2293,,,,
2025-09-01,2025-09-02,Money Management,issuing,834391.621,361124.3586,,,,
2025-04-21,2025-04-25,Money Management,issuing,553707.2483,249656.7294,,,,
2024-11-11,2024-11-15,Money Management,issuing,512477.1823,267452.6968,,,,
2025-11-24,2025-11-27,Money Management,issuing,745045.424,373456.986,,,,
2024-03-18,2024-03-24,Money Management,issuing,268321.2129,135448.1005,,,,
2024-07-15,2024-07-20,Money Management,issuing,454466.1437,223092.4151,,,,
2023-05-08,2023-05-13,Money Management,issuing,291531.3886,152185.9628,,,,
2026-03-16,2026-03-20,Money Management,issuing,773696.221,364438.5877,627079.7632,279894.1039,623124.8395,290020.1617
2025-09-08,2025-09-08,Money Management,issuing,466484.7487,201894.4119,,,,
2026-04-27,2026-04-27,Money Management,issuing,,,666952.8961,298983.1963,660091.347,310516.6438
2026-04-13,2026-04-14,Money Management,issuing,695364.5001,334780.4871,625690.1266,280485.8259,619253.085,291305.7268
2026-10-19,2026-10-22,Money Management,issuing,,,763284.1798,339496.8998,741968.0038,349698.4019
2024-07-15,2024-07-17,Money Management,issuing,470044.7449,230739.7785,,,,
2023-11-13,2023-11-19,Money Management,issuing,252539.6151,127310.4036,,,,
2024-06-03,2024-06-06,Money Management,issuing,479698.6321,243852.7678,,,,
2024-04-29,2024-04-30,Money Management,issuing,415037.472,226795.6567,,,,
2024-04-08,2024-04-09,Money Management,issuing,388753.1309,212432.6779,,,,
2025-05-05,2025-05-06,Money Management,issuing,574928.3822,298397.2574,,,,
2026-09-07,2026-09-07,Money Management,issuing,,,740783.0636,343505.0098,737745.8347,347941.4104
2025-06-30,2025-07-01,Money Management,issuing,577497.8699,261249.1097,,,,
2024-09-30,2024-10-04,Money Management,issuing,531558.4615,207532.9431,,,,
2023-05-29,2023-06-02,Money Management,issuing,408102.1497,221492.7241,,,,
2024-03-11,2024-03-17,Money Management,issuing,269186.0868,135884.6874,,,,
2024-05-27,2024-05-31,Money Management,issuing,468957.0966,223714.7747,,,,
2024-12-30,2024-12-30,Money Management,issuing,303189.7444,137200.5975,,,,
2024-06-24,2024-06-25,Money Management,issuing,423438.5098,215253.1729,,,,
2024-06-10,2024-06-10,Money Management,issuing,303115.0716,154087.2628,,,,
2025-01-20,2025-01-22,Money Management,issuing,414548.4058,136245.0188,,,,
2025-02-17,2025-02-18,Money Management,issuing,561416.0969,295176.4423,,,,
2024-09-02,2024-09-04,Money Management,issuing,430726.7727,193863.5101,,,,
2026-06-22,2026-06-26,Money Management,issuing,,,698478.6585,315052.0179,696327.8519,322915.667
2026-06-15,2026-06-21,Money Management,issuing,,,641670.4087,289428.395,639694.5302,296652.4825
2026-03-30,2026-03-31,Money Management,issuing,714193.1983,336410.5362,628068.848,280335.5773,624107.6863,290477.6068
2026-07-13,2026-07-18,Money Management,issuing,,,678631.7966,308348.9703,672448.8039,313806.2422
2026-08-10,2026-08-11,Money Management,issuing,,,687180.3216,314288.893,685074.9194,320619.9631
2025-09-08,2025-09-09,Money Management,issuing,584651.1803,253036.7961,,,,
2024-03-11,2024-03-12,Money Management,issuing,360553.2809,182006.6946,,,,
2023-11-20,2023-11-24,Money Management,issuing,222757.3344,112296.5446,,,,
2024-12-23,2024-12-27,Money Management,issuing,322879.8171,146110.8255,,,,
2024-12-09,2024-12-15,Money Management,issuing,404869.8682,183213.281,,,,
2025-10-13,2025-10-19,Money Management,issuing,420129.5821,178935.7572,,,,
2025-08-04,2025-08-06,Money Management,issuing,627342.1346,274394.9493,,,,
2026-03-23,2026-03-28,Money Management,issuing,745058.9735,350949.4201,579010.2419,258438.4991,575358.4875,267788.3323
2026-07-13,2026-07-15,Money Management,issuing,,,673098.8939,305834.9931,666966.3113,311247.7717
2026-01-05,2026-01-08,Money Management,issuing,678865.7296,298725.1892,548178.6154,245805.6665,,
2025-03-24,2025-03-30,Money Management,issuing,376463.241,157051.6734,,,,
2025-07-07,2025-07-11,Money Management,issuing,608388.7284,275223.5496,,,,
2024-01-22,2024-01-28,Money Management,issuing,270910.3221,155191.8745,,,,
2025-11-17,2025-11-18,Money Management,issuing,648019.8463,324822.5287,,,,
2024-03-18,2024-03-19,Money Management,issuing,370153.3797,186852.8084,,,,
2025-06-16,2025-06-22,Money Management,issuing,383769.1634,158430.5008,,,,
2026-12-07,2026-12-08,Money Management,issuing,,,856946.3015,396601.1255,811352.7038,383605.7001
2024-07-29,2024-07-31,Money Management,issuing,444608.4041,218253.3595,,,,
2024-07-22,2024-07-26,Money Management,issuing,463622.3857,227587.1133,,,,
2023-02-06,2023-02-09,Money Management,issuing,283737.3359,103125.5317,,,,
2023-04-03,2023-04-09,Money Management,issuing,229511.9218,121921.3991,,,,
2024-04-08,2024-04-08,Money Management,issuing,278302.9724,152077.6066,,,,
2025-05-12,2025-05-12,Money Management,issuing,429156.175,222739.0917,,,,
2026-06-01,2026-06-07,Money Management,issuing,,,668153.97,301373.9274,666096.5414,308896.1735
2023-12-25,2023-12-28,Money Management,issuing,257828.5981,85286.01305,,,,
2023-12-04,2023-12-06,Money Management,issuing,358067.8143,118443.7122,,,,
2023-03-27,2023-03-28,Money Management,issuing,288614.9439,138273.7095,,,,
2026-03-09,2026-03-09,Money Management,issuing,555495.537,261658.2626,648641.8118,289518.2229,644550.8987,299992.4638
2026-11-02,2026-11-07,Money Management,issuing,,,823455.3912,381868.3922,795448.2924,356340.9688
2025-07-28,2025-07-28,Money Management,issuing,432231.2633,195533.2454,,,,
2023-10-16,2023-10-16,Money Management,issuing,232096.7581,125298.0743,,,,
2024-11-11,2024-11-12,Money Management,issuing,487811.3604,254580.0444,,,,
2023-06-05,2023-06-05,Money Management,issuing,191582.3927,103979.129,,,,
2025-06-16,2025-06-21,Money Management,issuing,522862.2748,215851.9754,,,,
2023-09-25,2023-09-30,Money Management,issuing,346277.6575,122500.6348,,,,
2023-07-10,2023-07-16,Money Management,issuing,252840.2283,154909.84,,,,
2026-06-01,2026-06-03,Money Management,issuing,,,747604.6538,337210.5245,745302.5749,345627.2464
2023-03-27,2023-03-30,Money Management,issuing,316511.3959,151638.7343,,,,
2026-03-09,2026-03-13,Money Management,issuing,878284.5485,413703.4301,633805.5398,282896.1227,629808.1974,293130.788
2026-01-19,2026-01-19,Money Management,issuing,448297.3998,197266.8817,550105.7374,246669.7964,,
2025-03-24,2025-03-25,Money Management,issuing,512060.7989,213619.8081,,,,
2026-08-10,2026-08-13,Money Management,issuing,,,693238.5864,317059.7018,691114.6228,323446.5875
2024-10-21,2024-10-25,Money Management,issuing,513103.0624,200327.5206,,,,
2024-10-14,2024-10-20,Money Management,issuing,381950.6736,149122.539,,,,
2024-11-25,2024-11-28,Money Management,issuing,510521.2307,266431.9205,,,,
2024-01-15,2024-01-18,Money Management,issuing,377191.2147,216075.2355,,,,
2024-05-06,2024-05-10,Money Management,issuing,499004.5364,238048.8284,,,,
2023-09-04,2023-09-08,Money Management,issuing,349657.8324,123696.4196,,,,
2023-07-03,2023-07-05,Money Management,issuing,204988.0127,125591.8034,,,,
2025-09-29,2025-10-01,Money Management,issuing,665562.8357,283467.2802,,,,
2024-06-17,2024-06-22,Money Management,issuing,450806.0132,229165.3274,,,,
2024-09-02,2024-09-03,Money Management,issuing,372860.2154,167818.6607,,,,
2023-12-04,2023-12-10,Money Management,issuing,259391.3736,85802.95684,,,,
2026-08-10,2026-08-12,Money Management,issuing,,,682420.2564,312111.8288,680329.4383,318399.044
2023-08-14,2023-08-19,Money Management,issuing,363051.8126,249565.2119,,,,
2026-04-13,2026-04-16,Money Management,issuing,703936.0194,338907.2111,633402.7938,283943.2784,626886.405,294896.5524
2024-11-18,2024-11-24,Money Management,issuing,376207.6687,196336.0692,,,,
2025-06-02,2025-06-07,Money Management,issuing,580032.0251,239453.226,,,,
2023-07-10,2023-07-11,Money Management,issuing,308081.9925,188755.2961,,,,
2023-07-03,2023-07-09,Money Management,issuing,219532.8745,134503.1314,,,,
2023-02-06,2023-02-06,Money Management,issuing,183092.1008,66545.59643,,,,
2024-12-23,2024-12-23,Money Management,issuing,441737.0063,199896.5411,,,,
2025-10-27,2025-10-28,Money Management,issuing,626819.2634,266966.1559,,,,
2024-06-03,2024-06-03,Money Management,issuing,457390.2123,232512.3771,,,,
2024-04-15,2024-04-20,Money Management,issuing,443757.7305,242489.7333,,,,
2024-04-08,2024-04-13,Money Management,issuing,431601.2563,235846.8739,,,,
2023-05-22,2023-05-22,Money Management,issuing,171202.0145,89371.31448,,,,
2023-02-27,2023-03-04,Money Management,issuing,388274.5207,186020.0222,,,,
2026-07-20,2026-07-23,Money Management,issuing,,,694592.0928,315600.8275,688263.6864,321186.4454
2026-04-06,2026-04-11,Money Management,issuing,704578.8833,339216.7154,633981.2438,284202.5873,627458.904,295165.8643
2025-07-14,2025-07-16,Money Management,issuing,590916.219,267319.317,,,,
2023-09-25,2023-10-01,Money Management,issuing,257981.4376,139271.9899,,,,
2025-03-31,2025-04-04,Money Management,issuing,596728.7756,269054.3692,,,,
2024-10-07,2024-10-13,Money Management,issuing,358315.8029,139894.9288,,,,
2024-01-08,2024-01-08,Money Management,issuing,233036.2687,133495.5977,,,,
2025-11-10,2025-11-15,Money Management,issuing,728867.0862,365347.5297,,,,
2024-03-04,2024-03-10,Money Management,issuing,265110.4423,133827.3089,,,,
2024-07-15,2024-07-19,Money Management,issuing,466268.8212,228886.2192,,,,
2025-10-06,2025-10-07,Money Management,issuing,605156.7361,257739.9531,,,,
2024-06-17,2024-06-18,Money Management,issuing,395518.4224,201060.1148,,,,
2024-06-03,2024-06-07,Money Management,issuing,474920.4186,241423.7832,,,,
2025-02-24,2025-02-28,Money Management,issuing,625169.229,328696.0062,,,,
2026-06-22,2026-06-22,Money Management,issuing,,,635605.471,286692.7769,633648.2681,293848.5838
2023-12-18,2023-12-21,Money Management,issuing,361771.4166,119668.8109,,,,
2026-03-30,2026-03-30,Money Management,issuing,556773.8205,262260.3799,602352.6432,268857.2702,598553.6708,278584.0355
2026-07-20,2026-07-20,Money Management,issuing,,,674588.5215,306511.8331,668442.367,311936.5907
2025-03-17,2025-03-17,Money Management,issuing,431941.3171,180195.8312,,,,
2025-03-03,2025-03-09,Money Management,issuing,384614.3802,160452.1383,,,,
2025-02-24,2025-03-01,Money Management,issuing,560239.087,233718.6649,,,,
2026-03-30,2026-04-01,Money Management,issuing,653578.3437,314662.7074,588090.874,263630.7455,582040.65,273800.452
2025-04-21,2025-04-21,Money Management,issuing,342202.4899,154293.0035,,,,
2024-11-11,2024-11-13,Money Management,issuing,498631.3556,260226.8068,,,,
2026-05-04,2026-05-07,Money Management,issuing,,,659095.6775,291140.0569,646918.7917,302175.0134
2024-03-25,2024-03-30,Money Management,issuing,394993.7887,199392.2054,,,,
2026-12-07,2026-12-13,Money Management,issuing,,,877486.721,406107.3845,830800.2758,392800.4676
2024-02-19,2024-02-24,Money Management,issuing,408127.0368,216774.7549,,,,
2024-07-15,2024-07-21,Money Management,issuing,332713.2222,163325.2494,,,,
2023-11-13,2023-11-15,Money Management,issuing,350996.9055,176944.7446,,,,
2024-06-03,2024-06-09,Money Management,issuing,320667.3456,163009.8869,,,,
2023-01-02,2023-01-07,Money Management,issuing,304423.0928,113089.4817,,,,
2025-02-03,2025-02-04,Money Management,issuing,577219.7292,303485.5378,,,,
2024-09-16,2024-09-19,Money Management,issuing,454845.0241,204718.7649,,,,
2025-08-11,2025-08-17,Money Management,issuing,422666.0787,184871.1107,,,,
2023-03-20,2023-03-26,Money Management,issuing,213162.4093,102124.8472,,,,
2026-03-09,2026-03-14,Money Management,issuing,767528.3855,361533.3166,622332.1562,277775.0318,618407.1751,287824.4255
2024-10-14,2024-10-17,Money Management,issuing,514006.8323,200680.3737,,,,
2024-11-18,2024-11-20,Money Management,issuing,481299.6288,251181.6879,,,,
2026-09-28,2026-10-01,Money Management,issuing,,,782512.3208,348049.2771,760659.1621,358507.7686
2024-05-06,2024-05-12,Money Management,issuing,311914.75,148798.1278,,,,
2023-09-18,2023-09-18,Money Management,issuing,223549.2922,79083.73412,,,,
2023-08-28,2023-09-01,Money Management,issuing,326686.1394,115569.8573,,,,
2023-02-13,2023-02-17,Money Management,issuing,308032.6511,111955.7665,,,,
2025-01-13,2025-01-16,Money Management,issuing,460784.9434,151441.0679,,,,
2025-01-06,2025-01-08,Money Management,issuing,449440.9653,147712.7687,,,,
2025-05-05,2025-05-05,Money Management,issuing,455131.003,236220.4533,,,,
2023-03-20,2023-03-25,Money Management,issuing,324098.9936,155273.9075,,,,
2026-08-10,2026-08-15,Money Management,issuing,,,684367.5558,313002.446,682270.7715,319307.6018
2026-04-13,2026-04-18,Money Management,issuing,712507.5387,343033.9351,641115.461,287400.7308,634519.725,298487.378
2025-07-28,2025-07-30,Money Management,issuing,571860.6777,258698.9506,,,,
2024-05-13,2024-05-13,Money Management,issuing,275684.5929,131514.6248,,,,
2024-07-22,2024-07-25,Money Management,issuing,451971.7317,221867.9358,,,,
2023-11-13,2023-11-18,Money Management,issuing,398967.7127,201127.8132,,,,
2023-01-16,2023-01-18,Money Management,issuing,235825.6892,87606.37936,,,,
2024-09-02,2024-09-02,Money Management,issuing,500509.9033,225271.8262,,,,
2023-12-18,2023-12-24,Money Management,issuing,243356.4638,80498.838,,,,
2026-08-17,2026-08-22,Money Management,issuing,,,678525.6576,310330.5946,676446.7718,316581.9283
2023-07-31,2023-08-05,Money Management,issuing,372987.2868,256394.9497,,,,
2025-09-15,2025-09-16,Money Management,issuing,634698.1478,274697.1035,,,,
2025-04-07,2025-04-10,Money Management,issuing,574023.8363,258817.1168,,,,
2024-01-22,2024-01-25,Money Management,issuing,403668.1111,231242.6132,,,,
2025-11-24,2025-11-26,Money Management,issuing,755519.0207,378706.918,,,,
2025-11-17,2025-11-23,Money Management,issuing,508420.7048,254847.9031,,,,
2025-06-23,2025-06-26,Money Management,issuing,552723.118,228179.3555,,,,
2025-10-13,2025-10-17,Money Management,issuing,663943.1627,282777.4516,,,,
2023-04-17,2023-04-23,Money Management,issuing,232719.8458,123625.5136,,,,
2023-01-16,2023-01-21,Money Management,issuing,263431.2072,97861.49402,,,,
2023-01-09,2023-01-14,Money Management,issuing,262930.2172,97675.38231,,,,
2024-04-01,2024-04-02,Money Management,issuing,507346.1564,277237.3881,,,,
2025-02-03,2025-02-06,Money Management,issuing,590698.647,310572.3652,,,,
2026-01-05,2026-01-07,Money Management,issuing,697226.7751,306804.7055,560967.6978,251540.3465,,
2026-07-27,2026-08-02,Money Management,issuing,,,991391.7612,453423.0817,988354.3076,462556.8863
2026-02-02,2026-02-05,Money Management,issuing,733613.3327,344426.8847,666010.4069,302142.8974,,
2023-08-07,2023-08-08,Money Management,issuing,317972.5332,218577.2935,,,,
2025-09-08,2025-09-11,Money Management,issuing,624286.6997,270191.033,,,,
2025-09-01,2025-09-06,Money Management,issuing,631088.5338,273134.8641,,,,
2023-06-19,2023-06-25,Money Management,issuing,210652.9154,114329.4347,,,,
2025-11-17,2025-11-21,Money Management,issuing,725412.8324,363616.0712,,,,
2025-06-16,2025-06-18,Money Management,issuing,564798.6043,233164.4495,,,,
2024-08-26,2024-08-26,Money Management,issuing,341130.5318,159038.6866,,,,
2024-08-19,2024-08-19,Money Management,issuing,330825.6164,154234.4253,,,,
2024-02-26,2024-02-29,Money Management,issuing,413774.2839,219774.2637,,,,
2024-02-12,2024-02-17,Money Management,issuing,427616.2704,227126.3697,,,,
2024-02-05,2024-02-07,Money Management,issuing,402779.7145,213934.5499,,,,
2024-07-01,2024-07-05,Money Management,issuing,355939.9266,174726.9823,,,,
2023-07-03,2023-07-03,Money Management,issuing,341830.0023,209431.9852,,,,
2025-05-19,2025-05-21,Money Management,issuing,601001.898,311929.8397,,,,
2023-12-25,2023-12-29,Money Management,issuing,275894.4785,91261.94793,,,,
2026-08-03,2026-08-03,Money Management,issuing,,,860706.3348,393652.7759,858069.2788,401582.5609
2025-12-08,2025-12-10,Money Management,issuing,728404.3659,332241.3589,,,,
2025-12-01,2025-12-03,Money Management,issuing,906352.6498,413407.5112,,,,
2025-09-15,2025-09-19,Money Management,issuing,638685.9825,276423.0368,,,,
2026-04-27,2026-04-30,Money Management,issuing,,,624147.5932,279794.3355,617726.421,290587.5617
2025-07-14,2025-07-14,Money Management,issuing,443540.4356,200649.301,,,,
2023-10-09,2023-10-09,Money Management,issuing,217814.3502,117587.6771,,,,
2025-04-07,2025-04-11,Money Management,issuing,574926.2771,259224.0113,,,,
2023-06-19,2023-06-20,Money Management,issuing,241298.4043,130961.9195,,,,
2026-04-27,2026-05-02,Money Management,issuing,,,943153.1525,416615.7841,925728.2647,432406.5932
2025-06-09,2025-06-11,Money Management,issuing,558233.762,230454.3014,,,,
2024-08-26,2024-08-29,Money Management,issuing,453201.3146,211287.279,,,,
2024-08-19,2024-08-21,Money Management,issuing,458854.6225,213922.9113,,,,
2024-07-29,2024-08-02,Money Management,issuing,621480.8038,289740.9689,,,,
2023-09-11,2023-09-11,Money Management,issuing,222532.494,78724.02733,,,,
2024-07-08,2024-07-09,Money Management,issuing,429412.6031,210793.9085,,,,
2023-02-20,2023-02-24,Money Management,issuing,319867.1074,116257.0496,,,,
2025-10-06,2025-10-10,Money Management,issuing,686442.7819,292360.1769,,,,
2025-01-27,2025-01-27,Money Management,issuing,388708.2761,127752.4305,,,,
2026-06-01,2026-06-01,Money Management,issuing,,,616601.9995,278121.1735,614703.3135,285063.0345
2025-08-11,2025-08-11,Money Management,issuing,448157.5986,196020.9187,,,,
2026-07-13,2026-07-13,Money Management,issuing,,,681823.8558,309799.3417,675611.7804,315282.2828
2026-01-12,2026-01-15,Money Management,issuing,683377.2372,300710.4138,554135.1743,248476.6134,,
2025-03-10,2025-03-15,Money Management,issuing,550029.2836,229459.3734,,,,
2026-02-16,2026-02-19,Money Management,issuing,728086.4052,341832.0267,644228.2769,292261.1962,,
2023-08-28,2023-08-30,Money Management,issuing,353166.8181,242770.1742,,,,
2025-09-22,2025-09-23,Money Management,issuing,565153.3181,244598.1292,,,,
2024-10-07,2024-10-12,Money Management,issuing,499520.2463,195024.4693,,,,
2024-11-04,2024-11-08,Money Management,issuing,491647.3648,256581.9867,,,,
2026-10-26,2026-10-26,Money Management,issuing,,,668360.4457,297276.3032,649695.1972,306209.1236
2026-10-12,2026-10-18,Money Management,issuing,,,776184.0719,345234.5707,754507.6417,355608.4833
2026-10-05,2026-10-06,Money Management,issuing,,,772776.5533,343718.9595,751195.2845,354047.3298
2026-05-25,2026-05-25,Money Management,issuing,,,626573.155,276773.9954,614997.1274,287264.4412
2023-07-17,2023-07-21,Money Management,issuing,360719.9952,221005.4828,,,,
2023-07-03,2023-07-06,Money Management,issuing,277241.64,169860.0669,,,,
2023-07-03,2023-07-04,Money Management,issuing,277265.2834,169874.5527,,,,
2024-06-24,2024-06-28,Money Management,issuing,471610.6478,239741.2753,,,,
2025-02-10,2025-02-16,Money Management,issuing,438863.7227,230741.9275,,,,
2026-06-15,2026-06-18,Money Management,issuing,,,672197.2618,303197.6728,670127.3828,310765.4393
2026-06-15,2026-06-16,Money Management,issuing,,,664110.6781,299550.182,662065.6999,307026.9076
2026-06-08,2026-06-09,Money Management,issuing,,,648341.8401,292437.5749,646345.4185,299736.771
2023-05-22,2023-05-25,Money Management,issuing,282093.65,147259.2503,,,,
2023-05-08,2023-05-08,Money Management,issuing,180142.9746,94038.69738,,,,
2026-03-16,2026-03-22,Money Management,issuing,529543.2124,249433.7897,620353.9866,276892.0851,616441.4816,286909.5354
2026-01-26,2026-01-27,Money Management,issuing,559741.367,246306.2112,507183.4745,227423.2677,,
2025-12-29,2025-12-29,Money Management,issuing,410218.8651,187109.907,,,,
2023-08-21,2023-08-24,Money Management,issuing,347021.7513,238545.9978,,,,
2023-06-05,2023-06-08,Money Management,issuing,303155.1212,164533.9376,,,,
2024-03-18,2024-03-22,Money Management,issuing,433447.392,218803.5202,,,,
2025-06-02,2025-06-05,Money Management,issuing,605703.9955,250051.3237,,,,
2024-05-20,2024-05-25,Money Management,issuing,465146.3546,221896.87,,,,
2026-12-28,2026-12-29,Money Management,issuing,,,819699.6742,379363.1092,776087.7733,366932.5217
2026-12-21,2026-12-25,Money Management,issuing,,,833667.1594,385827.3653,789312.1222,373184.9636
2023-09-11,2023-09-13,Money Management,issuing,332558.6816,117647.3524,,,,
2023-04-10,2023-04-14,Money Management,issuing,331646.0368,176177.1175,,,,
2024-04-22,2024-04-28,Money Management,issuing,298782.0838,163268.3395,,,,
2025-02-24,2025-02-24,Money Management,issuing,440682.59,231698.2357,,,,
2025-08-11,2025-08-16,Money Management,issuing,597642.1605,261404.3937,,,,
2025-12-29,2025-12-30,Money Management,issuing,527140.0633,240440.2543,,,,
2026-02-23,2026-02-25,Money Management,issuing,745380.7243,349951.6017,647887.6747,293921.322,,
2025-09-22,2025-09-28,Money Management,issuing,416344.2758,180193.6354,,,,
2023-10-09,2023-10-14,Money Management,issuing,354379.5708,191312.7877,,,,
2023-10-02,2023-10-03,Money Management,issuing,402988.3353,217554.3631,,,,
2025-04-28,2025-04-28,Money Management,issuing,418124.6962,188524.9731,,,,
2024-07-08,2024-07-13,Money Management,issuing,460071.9681,225844.2524,,,,
2025-10-27,2025-10-31,Money Management,issuing,684281.3996,291439.6309,,,,
2023-05-15,2023-05-17,Money Management,issuing,280263.6522,146303.9502,,,,
2026-07-27,2026-07-30,Money Management,issuing,,,647988.0278,294425.4044,642084.2295,299636.252
2026-01-12,2026-01-17,Money Management,issuing,697024.5929,306715.7382,580764.4967,260417.3169,,
2026-08-24,2026-08-29,Money Management,issuing,,,647585.2338,296179.6778,645601.1442,302145.9539
2026-08-24,2026-08-24,Money Management,issuing,,,709682.448,324580.4688,707508.1032,331118.8536
2023-10-23,2023-10-25,Money Management,issuing,321753.069,173699.2808,,,,
2023-10-16,2023-10-21,Money Management,issuing,358616.341,193600.0198,,,,
2026-10-12,2026-10-12,Money Management,issuing,,,767665.2753,341445.5428,746226.7488,351705.5994
2024-01-22,2024-01-24,Money Management,issuing,378132.0278,216614.1833,,,,
2023-09-04,2023-09-10,Money Management,issuing,245187.9628,86738.72087,,,,
2024-02-05,2024-02-06,Money Management,issuing,369266.034,196133.9162,,,,
2023-11-27,2023-11-29,Money Management,issuing,413209.1047,208307.1912,,,,
2024-09-02,2024-09-08,Money Management,issuing,319978.6782,144017.4924,,,,
2026-06-08,2026-06-12,Money Management,issuing,,,696659.1771,314231.3324,694513.9732,322074.4973
2025-08-11,2025-08-13,Money Management,issuing,591744.144,258824.6436,,,,
2023-12-11,2023-12-12,Money Management,issuing,327100.6067,108200.2028,,,,
2026-01-26,2026-01-30,Money Management,issuing,704334.1355,309932.1982,533462.411,239206.8567,,
2026-01-26,2026-01-26,Money Management,issuing,420446.7988,185011.6216,481079.7309,215718.236,,
2025-03-17,2025-03-19,Money Management,issuing,553742.7542,231008.5466,,,,
2026-11-09,2026-11-13,Money Management,issuing,,,839650.4291,389378.6631,811092.5099,363349.1875
2026-04-20,2026-04-25,Money Management,issuing,,,639380.1109,286622.804,632802.228,297679.4422
2025-07-21,2025-07-25,Money Management,issuing,602580.3512,272595.9496,,,,
2025-07-07,2025-07-07,Money Management,issuing,417782.5587,188996.9248,,,,
2025-04-21,2025-04-24,Money Management,issuing,554122.436,249843.9301,,,,
2025-04-14,2025-04-18,Money Management,issuing,563409.1459,254031.1421,,,,
2025-11-17,2025-11-20,Money Management,issuing,716051.0823,358923.4567,,,,
2024-05-27,2024-05-30,Money Management,issuing,435712.0768,207855.3237,,,,
2024-09-23,2024-09-27,Money Management,issuing,470784.6799,211892.9593,,,,
2023-05-15,2023-05-15,Money Management,issuing,172257.3235,89922.2096,,,,
2023-03-06,2023-03-06,Money Management,issuing,205560.0193,98482.58725,,,,
2026-03-02,2026-03-02,Money Management,issuing,936394.5549,441075.3211,906397.3107,404566.1779,900680.7617,419202.6438
2025-03-24,2025-03-29,Money Management,issuing,540120.7106,225325.7481,,,,
2026-11-23,2026-11-29,Money Management,issuing,,,768641.4166,356449.0136,742498.633,332620.8438
2026-11-09,2026-11-12,Money Management,issuing,,,858586.1658,398159.903,829384.2104,371543.4125
2025-07-07,2025-07-08,Money Management,issuing,548624.7824,248187.4712,,,,
2024-09-30,2024-10-02,Money Management,issuing,801319.5959,312854.0437,,,,
2023-06-26,2023-06-27,Money Management,issuing,271141.6891,147159.0174,,,,
2026-10-19,2026-10-23,Money Management,issuing,,,794438.6362,353353.9162,772252.4122,363971.8061
2026-10-05,2026-10-05,Money Management,issuing,,,763284.1798,339496.8998,741968.0038,349698.4019
2024-05-27,2024-05-28,Money Management,issuing,276828.0336,132060.1002,,,,
2024-12-09,2024-12-09,Money Management,issuing,426420.6878,192965.5414,,,,
2024-06-10,2024-06-13,Money Management,issuing,444828.8708,226126.8723,,,,
2023-03-27,2023-04-01,Money Management,issuing,340628.1343,180948.5903,,,,
2024-12-30,2025-01-01,Money Management,issuing,352795.9574,115949.5277,,,,
2022-12-26,2023-01-01,Money Management,issuing,161224.3073,59892.87203,,,,
2024-04-08,2024-04-10,Money Management,issuing,439679.5314,240261.2168,,,,
