reporting_week,reporting_date,product_pillar,product_group,gross_revenue_actual,net_revenue_actual,gross_revenue_budget,net_revenue_budget,gross_revenue_2_10_forecast,net_revenue_2_10_forecast
2026-11-02,2026-11-02,Money Management,issuing,,,1129167.877,523639.1992,1090762.984,488634.575
2024-03-25,2024-03-28,Money Management,issuing,400682.8713,202264.0449,,,,
2026-11-30,2026-12-03,Money Management,issuing,,,1089463.85,504211.9774,1031499.219,487690.4682
2024-02-12,2024-02-16,Money Management,issuing,409407.5243,217454.8799,,,,
2024-07-15,2024-07-16,Money Management,issuing,426488.8379,209358.6644,,,,
2023-04-24,2023-04-25,Money Management,issuing,301656.5147,160246.0736,,,,
2023-01-23,2023-01-23,Money Management,issuing,143670.6465,53371.90025,,,,
2023-01-16,2023-01-22,Money Management,issuing,174424.8342,64796.70746,,,,
2024-04-15,2024-04-16,Money Management,issuing,403637.3258,220566.0899,,,,
2026-06-22,2026-06-25,Money Management,issuing,,,670377.7804,302376.9873,668313.5041,309924.2696
2026-06-15,2026-06-15,Money Management,issuing,,,649554.8277,292984.6985,647554.6709,300297.5508
2025-08-18,2025-08-23,Money Management,issuing,560727.5957,245258.2279,,,,
2026-01-12,2026-01-16,Money Management,issuing,727420.5359,320091.0397,580238.9179,260181.6451,,
2026-04-20,2026-04-23,Money Management,issuing,,,607372.542,272274.3765,601123.95,282777.516
2025-07-07,2025-07-10,Money Management,issuing,616425.2861,278859.1363,,,,
2026-05-11,2026-05-14,Money Management,issuing,,,647568.7075,286048.2882,635604.7841,296890.2537
2025-10-27,2025-11-02,Money Management,issuing,804682.7345,403350.4254,,,,
2025-06-09,2025-06-14,Money Management,issuing,553876.4586,228655.4863,,,,
2023-11-13,2023-11-14,Money Management,issuing,315878.2448,159240.7069,,,,
2023-02-13,2023-02-19,Money Management,issuing,213341.7353,77539.9537,,,,
2024-04-15,2024-04-19,Money Management,issuing,437122.1437,238863.742,,,,
2025-05-26,2025-05-30,Money Management,issuing,585970.3806,304128.2356,,,,
2026-03-02,2026-03-08,Money Management,issuing,505234.1071,237983.3318,618969.2678,276274.0224,615065.4962,286269.1123
2026-07-27,2026-08-01,Money Management,issuing,,,695618.619,318148.2339,693487.3634,324557.0471
2026-11-16,2026-11-17,Money Management,issuing,,,812492.5962,376784.5164,784858.3605,351596.9438
2025-07-14,2025-07-18,Money Management,issuing,606819.0707,274513.4662,,,,
2025-04-14,2025-04-14,Money Management,issuing,419768.6726,189266.2128,,,,
2025-11-24,2025-11-24,Money Management,issuing,539297.5533,270325.0464,,,,
2024-02-26,2024-03-03,Money Management,issuing,429350.5926,216735.4627,,,,
2024-08-12,2024-08-17,Money Management,issuing,466174.1781,217335.3661,,,,
2024-05-20,2024-05-23,Money Management,issuing,442265.6493,210981.6885,,,,
2026-12-14,2026-12-14,Money Management,issuing,,,861602.13,398755.8775,815760.8202,385689.8474
2023-06-26,2023-07-02,Money Management,issuing,322934.7002,197855.2348,,,,
2024-06-24,2024-06-26,Money Management,issuing,454837.3199,231214.6251,,,,
2023-01-02,2023-01-04,Money Management,issuing,273961.5915,101773.4039,,,,
2026-06-15,2026-06-20,Money Management,issuing,,,677453.5411,305568.5418,675367.4766,313195.4848
2023-12-18,2023-12-20,Money Management,issuing,366420.1073,121206.5313,,,,
2026-03-02,2026-03-04,Money Management,issuing,815174.323,383976.2571,660313.0125,294727.6085,656148.4903,305390.3154
2026-02-16,2026-02-16,Money Management,issuing,498961.6241,234259.3708,467531.6383,212100.8356,,
2026-02-02,2026-02-06,Money Management,issuing,763361.5875,358393.5048,676640.0863,306965.1676,,
2026-04-06,2026-04-06,Money Management,issuing,747007.9037,359643.9993,672158.9465,301316.9767,665243.838,312940.451
2024-10-14,2024-10-15,Money Management,issuing,481755.4644,188088.68,,,,
2024-09-30,2024-10-01,Money Management,issuing,489135.2784,190969.9333,,,,
2024-11-11,2024-11-14,Money Management,issuing,489622.4312,255525.2099,,,,
2024-02-12,2024-02-14,Money Management,issuing,383631.6607,203764.1512,,,,
2024-04-22,2024-04-24,Money Management,issuing,428191.1173,233983.4164,,,,
2024-09-16,2024-09-18,Money Management,issuing,455662.4777,205086.6882,,,,
2026-08-31,2026-09-06,Money Management,issuing,,,781352.4235,362317.2357,778148.8592,366996.5981
2025-12-08,2025-12-11,Money Management,issuing,735756.8747,335595.001,,,,
2025-12-01,2025-12-04,Money Management,issuing,813746.0929,371167.6102,,,,
2026-11-02,2026-11-04,Money Management,issuing,,,858835.3202,398275.4456,829624.8907,371651.2313
2026-02-23,2026-02-28,Money Management,issuing,787609.5756,369777.784,706612.2972,320562.3886,,
2026-04-20,2026-04-22,Money Management,issuing,,,606215.6419,271755.7586,599978.952,282238.8922
2023-10-09,2023-10-15,Money Management,issuing,235342.8394,127050.4802,,,,
2024-02-19,2024-02-21,Money Management,issuing,373813.7044,198549.3899,,,,
2024-07-01,2024-07-07,Money Management,issuing,264400.6253,129791.3494,,,,
2023-11-20,2023-11-22,Money Management,issuing,364530.014,183767.0624,,,,
2024-04-22,2024-04-23,Money Management,issuing,389045.7727,212592.5909,,,,
2023-05-01,2023-05-04,Money Management,issuing,287860.3796,150269.6133,,,,
2023-03-13,2023-03-13,Money Management,issuing,194317.0379,93096.14148,,,,
2026-01-12,2026-01-12,Money Management,issuing,485637.6737,213697.937,552558.4381,247769.598,,
2026-08-31,2026-08-31,Money Management,issuing,,,686963.955,314189.9355,684859.2158,320519.0123
2026-08-17,2026-08-21,Money Management,issuing,,,687829.4214,314585.7653,685722.0305,320922.8157
2026-09-14,2026-09-15,Money Management,issuing,,,720162.1734,333942.9944,717209.4907,338255.9006
2026-09-07,2026-09-12,Money Management,issuing,,,772386.8191,358159.8377,769220.014,362785.5069
2026-02-16,2026-02-21,Money Management,issuing,722488.0813,339203.6486,662525.2661,300561.8252,,
2025-09-01,2025-09-07,Money Management,issuing,442782.1397,191635.9323,,,,
2026-04-27,2026-04-28,Money Management,issuing,,,601009.5916,269421.9783,594826.461,279815.0849
2025-07-21,2025-07-23,Money Management,issuing,618396.6805,279750.9578,,,,
2023-06-05,2023-06-11,Money Management,issuing,221186.1083,120046.2034,,,,
2026-12-07,2026-12-11,Money Management,issuing,,,869818.2978,402558.3811,823539.849,389367.7544
2023-09-18,2023-09-19,Money Management,issuing,298047.1454,105438.4068,,,,
2023-09-04,2023-09-06,Money Management,issuing,293845.9299,103952.1672,,,,
2023-11-27,2023-11-27,Money Management,issuing,260999.8451,131575.3792,,,,
2023-01-16,2023-01-19,Money Management,issuing,256783.9321,95392.11206,,,,
2026-06-01,2026-06-02,Money Management,issuing,,,916209.9219,413260.7076,913388.6612,423575.6303
2025-08-18,2025-08-22,Money Management,issuing,596999.8245,261123.4405,,,,
2026-07-13,2026-07-17,Money Management,issuing,,,705445.0943,320532.0905,699017.8065,326204.9837
2026-11-23,2026-11-23,Money Management,issuing,,,784836.4545,363959.2845,758142.8505,339629.0625
2023-08-21,2023-08-22,Money Management,issuing,322045.9725,221377.4138,,,,
2025-09-22,2025-09-26,Money Management,issuing,622665.2452,269489.2681,,,,
2023-10-16,2023-10-20,Money Management,issuing,349007.0284,188412.4058,,,,
2026-10-19,2026-10-19,Money Management,issuing,,,764257.7566,339929.9316,742914.3916,350144.4458
2026-05-25,2026-05-28,Money Management,issuing,,,602490.0213,266135.8359,591358.933,276223.0682
2024-03-18,2024-03-20,Money Management,issuing,402062.096,202960.2751,,,,
2025-06-23,2025-06-25,Money Management,issuing,550074.714,227086.0213,,,,
2025-06-16,2025-06-16,Money Management,issuing,449171.2151,185430.2725,,,,
2024-06-17,2024-06-19,Money Management,issuing,424350.5807,215716.8203,,,,
2023-04-03,2023-04-04,Money Management,issuing,326484.7083,173435.3149,,,,
2023-03-20,2023-03-21,Money Management,issuing,290639.0905,139243.4662,,,,
2023-03-13,2023-03-17,Money Management,issuing,340089.5425,162934.8847,,,,
2023-03-06,2023-03-11,Money Management,issuing,323759.2658,155111.1459,,,,
2026-03-16,2026-03-16,Money Management,issuing,577200.3525,271882.0069,655169.7715,292431.947,651037.6872,303011.6011
2026-06-29,2026-07-05,Money Management,issuing,,,667353.1872,303224.3245,661272.9536,308590.8986
2025-04-14,2025-04-20,Money Management,issuing,387230.5336,174595.3459,,,,
2024-10-28,2024-10-30,Money Management,issuing,489339.0738,191049.4998,,,,
2024-11-18,2024-11-22,Money Management,issuing,520046.1846,271402.824,,,,
2024-08-12,2024-08-16,Money Management,issuing,473400.3062,220704.264,,,,
2023-09-11,2023-09-14,Money Management,issuing,330014.2886,116747.2373,,,,
2024-02-12,2024-02-15,Money Management,issuing,384237.1219,204085.7391,,,,
2023-11-20,2023-11-21,Money Management,issuing,329227.9125,165970.5484,,,,
2026-06-29,2026-06-30,Money Management,issuing,,,654406.7778,295173.193,652391.6806,302540.6697
2025-08-25,2025-08-30,Money Management,issuing,589667.0357,257916.1313,,,,
2025-08-11,2025-08-15,Money Management,issuing,640450.5113,280128.4592,,,,
2023-05-22,2023-05-27,Money Management,issuing,283851.402,148176.8365,,,,
2026-02-23,2026-02-27,Money Management,issuing,794646.5435,373081.5965,697202.417,316293.4936,,
2023-08-21,2023-08-25,Money Management,issuing,372898.9069,256334.1966,,,,
2023-08-07,2023-08-09,Money Management,issuing,357663.3917,245861.1609,,,,
2023-07-31,2023-08-02,Money Management,issuing,469514.6995,322748.7961,,,,
2025-09-15,2025-09-21,Money Management,issuing,447683.9775,193757.4457,,,,
2025-06-30,2025-07-03,Money Management,issuing,763451.8006,345371.1496,,,,
2024-10-21,2024-10-21,Money Management,issuing,388046.6379,151502.5471,,,,
2024-10-07,2024-10-07,Money Management,issuing,379767.126,148270.0306,,,,
2024-01-15,2024-01-20,Money Management,issuing,411541.128,235752.697,,,,
2025-06-23,2025-06-23,Money Management,issuing,405117.9959,167243.8879,,,,
2024-08-05,2024-08-09,Money Management,issuing,460786.7414,214823.6858,,,,
2024-08-05,2024-08-07,Money Management,issuing,449318.9459,209477.2774,,,,
2024-07-15,2024-07-18,Money Management,issuing,472374.465,231883.4124,,,,
2024-07-08,2024-07-11,Money Management,issuing,469450.8425,230448.2384,,,,
2024-12-02,2024-12-06,Money Management,issuing,570267.9745,258059.8727,,,,
2024-12-02,2024-12-04,Money Management,issuing,625275.4189,282952.0545,,,,
2025-10-06,2025-10-12,Money Management,issuing,455829.8514,194140.7201,,,,
2023-03-20,2023-03-22,Money Management,issuing,318502.113,152592.4751,,,,
2023-03-13,2023-03-18,Money Management,issuing,335602.5083,160785.1732,,,,
2023-02-27,2023-03-01,Money Management,issuing,329811.336,158010.6569,,,,
2026-09-07,2026-09-11,Money Management,issuing,,,736972.6817,341738.1156,733951.0754,346151.6966
2025-12-15,2025-12-16,Money Management,issuing,721776.3733,329218.1848,,,,
2026-11-16,2026-11-21,Money Management,issuing,,,790816.1608,366732.3076,763919.177,342216.7125
2023-08-07,2023-08-07,Money Management,issuing,237871.4681,163515.0721,,,,
2023-10-09,2023-10-11,Money Management,issuing,338223.6274,182590.9571,,,,
2025-04-14,2025-04-16,Money Management,issuing,585587.5102,264030.9713,,,,
2024-10-28,2024-10-31,Money Management,issuing,503364.2281,196525.2503,,,,
2024-11-04,2024-11-06,Money Management,issuing,493001.1544,257288.5053,,,,
2026-05-25,2026-05-30,Money Management,issuing,,,626778.9938,276864.9198,615199.1633,287358.812
2024-08-05,2024-08-11,Money Management,issuing,303212.4306,141360.864,,,,
2024-05-13,2024-05-14,Money Management,issuing,388879.4991,185513.9631,,,,
2023-09-04,2023-09-05,Money Management,issuing,196027.5446,69347.52541,,,,
2023-07-24,2023-07-27,Money Management,issuing,330871.5658,202717.9838,,,,
2023-01-02,2023-01-05,Money Management,issuing,292959.7463,108830.9877,,,,
2025-08-18,2025-08-20,Money Management,issuing,544498.6351,238159.7969,,,,
2025-08-04,2025-08-09,Money Management,issuing,594023.974,259821.8249,,,,
2026-07-20,2026-07-24,Money Management,issuing,,,697996.956,317147.8904,691637.528,322760.8888
2026-07-06,2026-07-11,Money Management,issuing,,,675865.3452,307091.9817,669707.5576,312527.007
2025-12-29,2026-01-02,Money Management,issuing,748642.782,329429.5866,802733.9136,359949.3653,,
2025-12-29,2026-01-01,Money Management,issuing,581046.3467,255681.1639,563245.2057,252561.5909,,
2025-03-10,2025-03-14,Money Management,issuing,562319.0411,234586.3732,,,,
2025-07-14,2025-07-15,Money Management,issuing,518276.0504,234458.2791,,,,
2025-03-31,2025-04-03,Money Management,issuing,634948.2789,286286.8621,,,,
2025-11-03,2025-11-06,Money Management,issuing,727216.7101,364520.2721,,,,
2026-11-30,2026-12-04,Money Management,issuing,,,914185.6039,423091.9006,865546.6045,409228.4522
2024-02-26,2024-02-27,Money Management,issuing,357593.8021,189934.2652,,,,
2023-11-13,2023-11-13,Money Management,issuing,219750.4537,110780.7143,,,,
2024-12-16,2024-12-22,Money Management,issuing,427099.6525,193272.7891,,,,
2025-10-20,2025-10-22,Money Management,issuing,634136.5047,270082.6137,,,,
2023-04-17,2023-04-19,Money Management,issuing,337415.7388,179242.1005,,,,
2023-04-10,2023-04-11,Money Management,issuing,280468.2638,148990.444,,,,
2025-01-27,2025-01-31,Money Management,issuing,479028.7895,157437.0701,,,,
2023-03-20,2023-03-24,Money Management,issuing,325241.9261,155821.4797,,,,
2026-03-30,2026-04-03,Money Management,issuing,792436.9558,381515.6367,713036.0826,319641.4744,705700.434,331971.8267
2025-04-28,2025-04-29,Money Management,issuing,505927.1593,228113.5388,,,,
2025-04-14,2025-04-15,Money Management,issuing,523530.7897,236050.702,,,,
2024-11-25,2024-11-29,Money Management,issuing,358236.3226,186957.1443,,,,
2024-04-29,2024-05-02,Money Management,issuing,590240.7344,281572.8217,,,,
2024-07-01,2024-07-06,Money Management,issuing,319743.4166,156958.515,,,,
2023-12-25,2023-12-25,Money Management,issuing,186444.2231,61673.08267,,,,
2026-01-12,2026-01-18,Money Management,issuing,471629.0327,207533.6342,558690.19,250519.1021,,
2026-11-16,2026-11-20,Money Management,issuing,,,834916.4949,387183.3531,806519.5848,361300.6313
2026-11-16,2026-11-18,Money Management,issuing,,,828438.4798,384179.2448,800261.8978,358497.3438
2026-10-26,2026-11-01,Money Management,issuing,,,759921.0115,352405.0215,734074.8235,328847.1875
2024-09-30,2024-10-05,Money Management,issuing,516943.1783,201826.7923,,,,
2024-11-18,2024-11-23,Money Management,issuing,538058.234,280802.9912,,,,
2026-04-27,2026-05-03,Money Management,issuing,,,818826.5475,361697.4223,803698.6113,375406.6844
2024-05-27,2024-05-27,Money Management,issuing,255883.2695,122068.4545,,,,
2024-02-19,2024-02-19,Money Management,issuing,241299.4094,128165.0458,,,,
2023-11-20,2023-11-23,Money Management,issuing,368025.3624,185529.1392,,,,
2023-07-10,2023-07-13,Money Management,issuing,335894.9549,205795.7077,,,,
2025-01-20,2025-01-25,Money Management,issuing,484513.2331,159239.5813,,,,
2025-08-18,2025-08-24,Money Management,issuing,415885.4825,181905.3266,,,,
2025-08-04,2025-08-05,Money Management,issuing,599265.9478,262114.6266,,,,
2026-11-02,2026-11-06,Money Management,issuing,,,868552.343,402781.6082,839011.4212,375856.1625
2023-08-21,2023-08-23,Money Management,issuing,352132.2294,242058.9882,,,,
2026-04-27,2026-04-29,Money Management,issuing,,,594839.4578,266656.0164,588719.805,276942.4244
2026-03-30,2026-04-04,Money Management,issuing,738650.6724,355620.4434,664639.096,297945.9606,657801.351,309439.3961
2023-10-23,2023-10-28,Money Management,issuing,347848.6983,187787.0781,,,,
2024-11-25,2024-11-26,Money Management,issuing,485217.8455,253226.5353,,,,
2026-10-05,2026-10-09,Money Management,issuing,,,798089.549,354977.7853,775801.3663,365644.4706
2026-05-04,2026-05-10,Money Management,issuing,,,681737.94,301141.7453,669142.7352,312555.7915
2024-01-08,2024-01-11,Money Management,issuing,376675.4575,215779.7823,,,,
2025-11-24,2025-11-30,Money Management,issuing,565742.7454,283580.8043,,,,
2024-03-18,2024-03-18,Money Management,issuing,286336.2954,144542.0841,,,,
2024-08-12,2024-08-12,Money Management,issuing,324364.3856,151222.1307,,,,
2025-05-12,2025-05-15,Money Management,issuing,584718.3923,303478.4332,,,,
2023-05-15,2023-05-19,Money Management,issuing,287746.126,150209.9703,,,,
2023-03-13,2023-03-14,Money Management,issuing,284360.9832,136235.6621,,,,
2026-01-26,2026-01-29,Money Management,issuing,662659.5837,291593.9056,524352.3796,235121.8792,,
2025-03-24,2025-03-24,Money Management,issuing,421425.9441,175809.0631,,,,
2026-09-28,2026-09-29,Money Management,issuing,,,691472.2393,320639.3208,688637.1861,324780.4088
2025-12-22,2025-12-27,Money Management,issuing,419422.5596,191307.9159,,,,
2026-02-16,2026-02-18,Money Management,issuing,683700.4871,320993.1149,621052.0906,281747.066,,
2023-06-26,2023-06-30,Money Management,issuing,317845.2144,172506.8158,,,,
2026-10-05,2026-10-08,Money Management,issuing,,,761580.4205,338739.0943,740311.8253,348917.8251
2023-09-04,2023-09-09,Money Management,issuing,358566.6909,126848.0547,,,,
2024-12-23,2024-12-25,Money Management,issuing,371788.595,168243.2151,,,,
2024-06-10,2024-06-12,Money Management,issuing,451059.013,229293.9388,,,,
2025-01-06,2025-01-12,Money Management,issuing,307041.5917,100911.9486,,,,
2025-01-06,2025-01-06,Money Management,issuing,342469.0469,112555.4967,,,,
2023-01-16,2023-01-20,Money Management,issuing,251168.2449,93305.95246,,,,
2024-09-23,2024-09-25,Money Management,issuing,472370.0003,212606.4877,,,,
2024-09-16,2024-09-16,Money Management,issuing,364316.3252,163973.1869,,,,
2025-08-04,2025-08-10,Money Management,issuing,434818.9323,190186.6817,,,,
2023-05-08,2023-05-10,Money Management,issuing,284457.3587,148493.1596,,,,
2023-12-11,2023-12-17,Money Management,issuing,272676.5188,90197.49289,,,,
2026-07-27,2026-07-31,Money Management,issuing,,,675652.5413,306995.2903,669496.6925,312428.6043
2026-02-09,2026-02-15,Money Management,issuing,531865.3365,249707.4586,555357.1865,251943.8551,,
2023-08-14,2023-08-16,Money Management,issuing,354073.8779,243393.6956,,,,
2025-04-07,2025-04-08,Money Management,issuing,535931.2824,241641.8632,,,,
2024-10-21,2024-10-27,Money Management,issuing,352174.6515,137497.2787,,,,
2024-10-21,2024-10-22,Money Management,issuing,449041.4181,175316.3459,,,,
2024-11-11,2024-11-16,Money Management,issuing,516144.7994,269366.7607,,,,
2024-11-04,2024-11-10,Money Management,issuing,349665.0117,182483.9301,,,,
2026-10-19,2026-10-21,Money Management,issuing,,,773750.13,344151.9913,752141.6723,354493.3736
2024-05-20,2024-05-22,Money Management,issuing,440879.5826,210320.469,,,,
2024-12-23,2024-12-24,Money Management,issuing,504537.3926,228315.2152,,,,
2024-12-09,2024-12-10,Money Management,issuing,494089.9588,223587.502,,,,
2024-12-02,2024-12-07,Money Management,issuing,531195.1976,240378.5084,,,,
2024-06-10,2024-06-16,Money Management,issuing,319604.7397,162469.7157,,,,
2023-04-17,2023-04-21,Money Management,issuing,366019.621,194437.0643,,,,
2025-01-13,2025-01-18,Money Management,issuing,451664.2946,148443.4856,,,,
2023-05-08,2023-05-11,Money Management,issuing,287683.2679,150177.157,,,,
2026-07-06,2026-07-06,Money Management,issuing,,,675652.5413,306995.2903,669496.6925,312428.6043
2025-12-22,2025-12-23,Money Management,issuing,748592.235,341449.493,,,,
2026-04-06,2026-04-10,Money Management,issuing,692578.7564,333439.3017,623183.5098,279362.1539,616772.256,290138.7085
2026-10-26,2026-10-27,Money Management,issuing,,,704626.1801,313406.7363,684948.1413,322824.2582
2026-05-18,2026-05-20,Money Management,issuing,,,652508.8375,288230.4748,640453.6445,299155.1507
2026-05-04,2026-05-05,Money Management,issuing,,,645510.32,285139.0438,633584.4256,295946.5466
2024-05-27,2024-05-29,Money Management,issuing,387236.316,184730.0868,,,,
2023-01-30,2023-02-05,Money Management,issuing,200321.2003,72807.58531,,,,
2023-04-17,2023-04-18,Money Management,issuing,331136.9803,175906.6964,,,,
2024-04-08,2024-04-14,Money Management,issuing,300761.706,164350.0966,,,,
2024-09-30,2024-09-30,Money Management,issuing,362306.8824,163068.7675,,,,
2024-09-16,2024-09-22,Money Management,issuing,324847.9596,146209.0812,,,,
2025-08-18,2025-08-21,Money Management,issuing,606318.735,265199.4652,,,,
2025-12-29,2026-01-04,Money Management,issuing,427678.1361,188193.6686,584793.9336,262224.1339,,
2026-11-23,2026-11-26,Money Management,issuing,,,860828.5556,399199.7866,831550.3328,372513.7813
2026-02-16,2026-02-17,Money Management,issuing,666072.8345,312717.042,525036.4615,238188.5269,,
2023-10-23,2023-10-27,Money Management,issuing,352823.7637,190472.8809,,,,
2023-10-16,2023-10-19,Money Management,issuing,329160.1699,177698.0246,,,,
2024-03-11,2024-03-15,Money Management,issuing,417812.673,210911.1401,,,,
2026-06-22,2026-06-28,Money Management,issuing,,,630147.027,284230.7206,628206.6322,291325.0749
2023-03-13,2023-03-19,Money Management,issuing,223032.1734,106853.3927,,,,
2026-09-21,2026-09-25,Money Management,issuing,,,743248.6048,344648.2942,740201.2671,349099.4605
2026-09-14,2026-09-20,Money Management,issuing,,,751093.5086,348286.0175,748014.0066,352784.1653
2026-09-14,2026-09-18,Money Management,issuing,,,745265.8658,345583.7088,742210.2573,350046.956
2026-02-09,2026-02-09,Money Management,issuing,616319.2296,289358.0348,525210.7186,238267.5805,,
2023-08-21,2023-08-27,Money Management,issuing,244660.7556,168182.0918,,,,
2024-08-05,2024-08-08,Money Management,issuing,452116.0657,210781.3244,,,,
2024-05-20,2024-05-24,Money Management,issuing,469368.8719,223911.211,,,,
2026-12-14,2026-12-17,Money Management,issuing,,,907886.5419,420176.6478,859582.6824,406408.7235
2026-12-14,2026-12-15,Money Management,issuing,,,866257.9584,400910.6296,820168.9365,387773.9947
2023-09-11,2023-09-12,Money Management,issuing,291758.3414,103213.6531,,,,
2023-11-06,2023-11-11,Money Management,issuing,361726.1587,182353.5813,,,,
2024-12-23,2024-12-26,Money Management,issuing,184308.2274,83403.87296,,,,
2024-12-30,2025-01-03,Money Management,issuing,418910.6997,137678.7255,,,,
2024-04-22,2024-04-22,Money Management,issuing,278743.0448,152318.0825,,,,
2025-05-12,2025-05-13,Money Management,issuing,514679.655,267127.1801,,,,
2026-06-08,2026-06-08,Money Management,issuing,,,643489.89,290249.0804,641508.4088,297493.6521
2023-05-08,2023-05-14,Money Management,issuing,197060.2017,102869.8716,,,,
2023-02-27,2023-03-05,Money Management,issuing,229565.4505,109983.4471,,,,
2026-11-30,2026-11-30,Money Management,issuing,,,806512.8899,374011.4933,779082.034,349009.2938
2026-11-23,2026-11-27,Money Management,issuing,,,861825.1734,399661.9572,832513.0539,372945.0563
2025-07-28,2025-07-29,Money Management,issuing,553855.894,250553.9271,,,,
2024-09-30,2024-10-03,Money Management,issuing,559662.4905,218505.418,,,,
2026-10-12,2026-10-17,Money Management,issuing,,,806851.7399,358875.0711,784318.8561,369658.8656
2026-05-18,2026-05-22,Money Management,issuing,,,645510.32,285139.0438,633584.4256,295946.5466
2026-05-11,2026-05-17,Money Management,issuing,,,682355.4562,301414.5186,669748.8428,312838.9037
2024-01-15,2024-01-19,Money Management,issuing,390443.6784,223666.9531,,,,
2024-08-05,2024-08-05,Money Management,issuing,341502.6161,159212.1563,,,,
2024-07-29,2024-08-04,Money Management,issuing,308539.3388,143844.3254,,,,
2026-12-21,2026-12-24,Money Management,issuing,,,898301.0128,415740.3936,850507.1488,402117.832
2023-09-18,2023-09-24,Money Management,issuing,226683.9266,80192.65551,,,,
2024-07-08,2024-07-10,Money Management,issuing,456512.3719,224096.8859,,,,
2023-02-27,2023-02-27,Money Management,issuing,207616.3231,75459.02847,,,,
2025-10-27,2025-10-29,Money Management,issuing,639771.1123,272482.4275,,,,
2023-01-23,2023-01-24,Money Management,issuing,220025.047,81736.63269,,,,
2023-12-04,2023-12-04,Money Management,issuing,265361.722,87777.8627,,,,
2023-03-27,2023-03-27,Money Management,issuing,205594.701,98499.20306,,,,
2026-01-05,2026-01-11,Money Management,issuing,459582.9708,202232.9364,556412.6822,249497.8578,,
2026-04-20,2026-04-20,Money Management,issuing,718079.0262,345716.3057,646128.6947,289648.0748,639481.383,300821.4146
2023-10-09,2023-10-10,Money Management,issuing,289281.0463,156169.1699,,,,
2026-05-18,2026-05-19,Money Management,issuing,,,646333.675,285502.7416,634392.569,296324.0294
2024-08-12,2024-08-15,Money Management,issuing,443124.61,206589.412,,,,
2024-02-26,2024-02-26,Money Management,issuing,255787.3065,135860.2241,,,,
2024-07-08,2024-07-12,Money Management,issuing,458674.7369,225158.3671,,,,
2024-12-16,2024-12-19,Money Management,issuing,555910.3988,251562.727,,,,
2023-01-02,2023-01-08,Money Management,issuing,196717.2217,73078.05869,,,,
2026-03-23,2026-03-25,Money Management,issuing,772204.3425,363735.8596,602154.8262,268768.9755,598357.1014,278492.5464
2026-07-06,2026-07-10,Money Management,issuing,,,704806.6824,320242.0162,698385.2112,325909.7755
2025-03-17,2025-03-23,Money Management,issuing,379255.9434,158216.7235,,,,
2026-11-09,2026-11-15,Money Management,issuing,,,800533.1836,371238.4702,773305.7075,346421.6438
2026-02-09,2026-02-12,Money Management,issuing,744296.2809,349442.4623,662002.495,300324.6644,,
2023-07-31,2023-08-01,Money Management,issuing,319898.6418,219901.3186,,,,
2023-06-26,2023-06-26,Money Management,issuing,197388.125,107130.123,,,,
2024-01-08,2024-01-09,Money Management,issuing,346983.1832,198770.4647,,,,
2024-08-19,2024-08-25,Money Management,issuing,310258.9385,144646.0211,,,,
2023-07-10,2023-07-14,Money Management,issuing,358208.7072,219466.87,,,,
2024-06-03,2024-06-08,Money Management,issuing,461713.2277,234709.9637,,,,
2024-05-27,2024-06-02,Money Management,issuing,430022.1642,218599.9458,,,,
2025-01-13,2025-01-19,Money Management,issuing,325179.6636,106873.1872,,,,
2025-05-19,2025-05-19,Money Management,issuing,454095.9115,235683.2238,,,,
2023-12-18,2023-12-23,Money Management,issuing,349262.8532,115531.157,,,,
2026-06-29,2026-07-04,Money Management,issuing,,,710339.5851,322755.9933,703867.7038,328468.246
2026-09-28,2026-09-28,Money Management,issuing,,,698644.7229,323965.2392,695780.2622,328149.2818
2023-08-14,2023-08-14,Money Management,issuing,231950.6362,159445.0369,,,,
2025-07-21,2025-07-26,Money Management,issuing,581639.1512,263122.547,,,,
2023-10-30,2023-10-31,Money Management,issuing,298621.1986,161211.4768,,,,
2024-11-18,2024-11-19,Money Management,issuing,463502.478,241893.6725,,,,
2024-01-01,2024-01-04,Money Management,issuing,392595.5605,224899.666,,,,
2024-08-26,2024-08-30,Money Management,issuing,486459.0396,226792.3846,,,,
2024-08-19,2024-08-24,Money Management,issuing,456402.179,212779.5561,,,,
2026-12-21,2026-12-21,Money Management,issuing,,,870639.9145,402938.6315,824317.7518,389735.5451
2026-12-07,2026-12-09,Money Management,issuing,,,898027.1405,415613.6435,850247.8478,401995.2351
2023-11-20,2023-11-20,Money Management,issuing,254164.6662,128129.6252,,,,
2023-02-20,2023-02-23,Money Management,issuing,315802.0144,114779.5744,,,,
2023-01-09,2023-01-11,Money Management,issuing,276799.2017,102827.5416,,,,
2025-02-17,2025-02-21,Money Management,issuing,604007.7583,317569.9133,,,,
2025-05-12,2025-05-17,Money Management,issuing,581155.7505,301629.3637,,,,
2024-09-09,2024-09-12,Money Management,issuing,462812.2208,208304.6778,,,,
2025-08-11,2025-08-14,Money Management,issuing,583528.1049,255231.007,,,,
2025-07-28,2025-08-01,Money Management,issuing,645669.3765,282411.1534,,,,
2023-03-20,2023-03-20,Money Management,issuing,208381.5819,99834.38118,,,,
2023-06-19,2023-06-24,Money Management,issuing,321018.7471,174229.214,,,,
2023-06-12,2023-06-17,Money Management,issuing,339705.8142,184371.4036,,,,
