reporting_week,reporting_date,product_pillar,product_grouping,daily_actual_gross_revenue,estimated_fy25_2_10_forecast_gross_revenue,estimated_fy25_5_7_forecast_gross_revenue,estimated_fy25_8_4_forecast_gross_revenue,estimated_fy25_budget_gross_revenue,estimated_fy26_budget_gross_revenue
6/1/26,6/4/26,Money Management,Multicurrency Settlement,null,0,0,0,0,436102.7605
1/8/24,1/12/24,Money Management,Instant Payouts,107155.1607,0,0,0,0,null
5/5/25,5/5/25,Money Management,Instant Payouts,484584.7363,0,0,0,0,473883.7809
7/13/26,7/16/26,Money Management,Instant Payouts,null,0,0,0,0,389157.9414
4/20/26,4/25/26,Money Management,Connect,null,0,0,0,0,121249.5954
5/15/23,5/16/23,Money Management,Capital,190590.6869,0,0,0,0,null
11/18/24,11/24/24,Money Management,Connect,20471.47272,0,0,0,0,null
10/2/23,10/6/23,Money Management,Capital,295495.4071,0,0,0,0,null
7/3/23,7/9/23,Money Management,Capital,78384.55186,0,0,0,0,null
1/15/24,1/18/24,Money Management,Capital,184504.8825,0,0,0,0,null
8/23/21,8/28/21,Money Management,Capital,13771.76,0,0,0,0,null
6/16/25,6/19/25,Money Management,Capital,90839.31,0,0,0,0,435383.6766
3/9/26,3/9/26,Money Management,Capital,511360.98,0,0,0,0,351676.3486
7/8/19,7/12/19,Money Management,Connect,854074.39,0,0,0,0,null
5/26/25,6/1/25,Money Management,Instant Payouts,410103.3568,0,0,0,0,337681.9058
8/25/25,8/28/25,Money Management,Instant Payouts,436306.6578,0,0,0,0,329098.4827
5/12/25,5/17/25,Money Management,Multicurrency Settlement,-12.88070079,0,0,0,0,0
9/2/24,9/8/24,Money Management,Instant Payouts,86811.4079,0,0,0,0,null
1/30/23,2/5/23,Money Management,Multicurrency Settlement,6675.208263,0,0,0,0,null
2/27/23,3/2/23,Money Management,Connect,810261.1871,0,0,0,0,null
8/21/23,8/26/23,Money Management,Instant Payouts,62764.62999,0,0,0,0,null
10/4/21,10/9/21,Money Management,Capital,14931.63,0,0,0,0,null
10/31/22,11/2/22,Money Management,Capital,187619.5065,0,0,0,0,null
5/12/25,5/17/25,Money Management,Capital,100567.3,0,0,0,0,94098.9532
7/3/23,7/8/23,Money Management,Connect,11234.57125,0,0,0,0,null
3/6/23,3/7/23,Money Management,Instant Payouts,211150.9244,0,0,0,0,null
12/29/25,1/4/26,Money Management,Instant Payouts,343966.3854,0,0,0,0,359596.4805
3/9/26,3/10/26,Money Management,Multicurrency Settlement,341328.5632,0,0,0,0,285865.5016
4/8/24,4/11/24,Money Management,Multicurrency Settlement,253516.2191,0,0,0,0,null
8/2/21,8/5/21,Money Management,Instant Payouts,134330.4802,0,0,0,0,null
7/15/24,7/21/24,Money Management,Instant Payouts,81820.46104,0,0,0,0,null
8/2/21,8/7/21,Money Management,Capital,48074.26,0,0,0,0,null
9/13/21,9/13/21,Money Management,Connect,478777.2809,0,0,0,0,null
1/2/23,1/7/23,Money Management,Capital,69689.88445,0,0,0,0,null
12/25/23,12/31/23,Money Management,Connect,207640.2762,0,0,0,0,null
3/13/23,3/15/23,Money Management,Instant Payouts,197848.6724,0,0,0,0,null
5/30/22,6/5/22,Money Management,Instant Payouts,180659.1354,0,0,0,0,null
5/12/25,5/17/25,Money Management,Connect,92693.95024,0,0,0,0,109808.637
12/26/22,12/31/22,Money Management,Capital,-230773.204,0,0,0,0,null
2/28/22,3/3/22,Money Management,Instant Payouts,174662.0413,0,0,0,0,null
4/8/24,4/10/24,Money Management,Capital,315508.8984,0,0,0,0,null
12/1/25,12/3/25,Money Management,Instant Payouts,461953.5977,0,0,0,0,435453.3815
12/1/25,12/1/25,Money Management,Instant Payouts,735940.8707,0,0,0,0,532297.2072
2/20/23,2/22/23,Money Management,Instant Payouts,190652.0828,0,0,0,0,null
1/16/23,1/17/23,Money Management,Instant Payouts,209699.3702,0,0,0,0,null
8/17/26,8/19/26,Money Management,Connect,null,0,0,0,0,1503644.095
4/10/23,4/12/23,Money Management,Instant Payouts,231684.0681,0,0,0,0,null
9/6/21,9/8/21,Money Management,Instant Payouts,167473.181,0,0,0,0,null
11/4/24,11/8/24,Money Management,Multicurrency Settlement,232786.4755,0,0,0,0,null
5/30/22,6/2/22,Money Management,Connect,121834.7991,0,0,0,0,null
1/5/26,1/7/26,Money Management,Instant Payouts,413443.2358,0,0,0,0,439629.7981
9/6/21,9/7/21,Money Management,Connect,551259.9009,0,0,0,0,null
3/25/24,3/29/24,Money Management,Instant Payouts,125179.9408,0,0,0,0,null
8/22/22,8/22/22,Money Management,Capital,138352.1894,0,0,0,0,null
2/3/25,2/6/25,Money Management,Capital,526741.82,0,0,0,0,436686.7332
12/28/20,12/31/20,Money Management,Capital,694832.08,0,0,0,0,null
9/28/26,9/30/26,Money Management,Multicurrency Settlement,null,0,0,0,0,427634.0391
9/19/22,9/24/22,Money Management,Instant Payouts,183904.838,0,0,0,0,null
2/5/24,2/7/24,Money Management,Multicurrency Settlement,254217.9106,0,0,0,0,null
11/22/21,11/25/21,Money Management,Connect,729979.163,0,0,0,0,null
8/28/23,8/30/23,Money Management,Capital,197692.0289,0,0,0,0,null
9/14/26,9/15/26,Money Management,Capital,null,0,0,0,0,410456.2112
5/8/23,5/8/23,Money Management,Capital,177986.0156,0,0,0,0,null
11/18/24,11/21/24,Money Management,Instant Payouts,145626.6344,0,0,0,0,null
10/16/23,10/17/23,Money Management,Instant Payouts,85117.35588,0,0,0,0,null
5/24/21,5/26/21,Money Management,Instant Payouts,117980.4215,0,0,0,0,null
3/20/23,3/22/23,Money Management,Connect,600939.0739,0,0,0,0,null
10/6/25,10/10/25,Money Management,Instant Payouts,459797.5532,0,0,0,0,504693.1791
6/10/24,6/11/24,Money Management,Capital,236920.3492,0,0,0,0,null
3/21/22,3/23/22,Money Management,Connect,540255.2639,0,0,0,0,null
5/22/23,5/28/23,Money Management,Connect,15501.19166,0,0,0,0,null
7/1/24,7/7/24,Money Management,Multicurrency Settlement,118842.3533,0,0,0,0,null
10/24/22,10/26/22,Money Management,Multicurrency Settlement,75188.05562,0,0,0,0,null
7/8/24,7/12/24,Money Management,Connect,26977.75197,0,0,0,0,null
10/9/23,10/15/23,Money Management,Capital,78655.28789,0,0,0,0,null
1/16/23,1/21/23,Money Management,Capital,81807.70135,0,0,0,0,null
12/23/24,12/23/24,Money Management,Instant Payouts,169028.1268,0,0,0,0,null
5/19/25,5/24/25,Money Management,Capital,87682.5,0,0,0,0,94098.9532
7/12/21,7/14/21,Money Management,Connect,427844.9479,0,0,0,0,null
11/9/26,11/15/26,Money Management,Capital,null,0,0,0,0,128497.6983
5/12/25,5/16/25,Money Management,Instant Payouts,439717.8582,0,0,0,0,450192.695
4/28/25,4/29/25,Money Management,Connect,1319523.344,0,0,0,0,1156824.331
1/8/24,1/10/24,Money Management,Multicurrency Settlement,244454.2032,0,0,0,0,null
12/9/24,12/13/24,Money Management,Multicurrency Settlement,182281.3078,0,0,0,0,null
4/18/22,4/19/22,Money Management,Capital,89026.16838,0,0,0,0,null
6/23/25,6/27/25,Money Management,Instant Payouts,442942.2886,0,0,0,0,500267.1696
3/30/26,4/4/26,Money Management,Multicurrency Settlement,null,0,0,0,0,0
5/27/24,5/30/24,Money Management,Instant Payouts,262803.3937,0,0,0,0,null
2/27/23,3/1/23,Money Management,Connect,690728.6416,0,0,0,0,null
7/4/22,7/5/22,Money Management,Connect,293539.0159,0,0,0,0,null
7/1/24,7/3/24,Money Management,Capital,270292.8981,0,0,0,0,null
11/17/25,11/23/25,Money Management,Instant Payouts,319224.7264,0,0,0,0,326541.144
1/26/26,1/30/26,Money Management,Multicurrency Settlement,287728.6189,0,0,0,0,241874.835
6/22/26,6/23/26,Money Management,Multicurrency Settlement,null,0,0,0,0,303333.7265
2/13/23,2/17/23,Money Management,Connect,219027.8068,0,0,0,0,null
1/11/21,1/12/21,Money Management,Connect,-127773,0,0,0,0,null
8/8/22,8/13/22,Money Management,Instant Payouts,177335.6063,0,0,0,0,null
7/7/25,7/7/25,Money Management,Capital,234468.108,0,0,0,0,269785.9839
7/13/26,7/15/26,Money Management,Multicurrency Settlement,null,0,0,0,0,388253.9
1/19/26,1/19/26,Money Management,Connect,3560589.329,0,0,0,0,1658107.731
4/20/26,4/21/26,Money Management,Multicurrency Settlement,null,0,0,0,0,304982.0097
2/17/25,2/23/25,Money Management,Connect,23692.90911,0,0,0,0,659194.7063
8/31/20,8/31/20,Money Management,Capital,431022.79,0,0,0,0,null
2/17/25,2/20/25,Money Management,Capital,297049.61,0,0,0,0,404873.2864
4/6/26,4/7/26,Money Management,Instant Payouts,null,0,0,0,0,451456.9046
8/11/25,8/16/25,Money Management,Capital,102643.05,0,0,0,0,86099.83288
2/5/24,2/6/24,Money Management,Instant Payouts,70304.68286,0,0,0,0,null
9/8/25,9/12/25,Money Management,Instant Payouts,445777.5781,0,0,0,0,513282.9701
2/10/25,2/13/25,Money Management,Capital,519994.15,0,0,0,0,404873.2864
4/17/23,4/21/23,Money Management,Connect,187449.9917,0,0,0,0,null
1/27/25,1/30/25,Money Management,Connect,47704.42245,0,0,0,0,1316951.454
2/28/22,3/6/22,Money Management,Capital,24798.96308,0,0,0,0,null
2/7/22,2/9/22,Money Management,Capital,113993.718,0,0,0,0,null
8/29/22,9/1/22,Money Management,Capital,-11238.49928,0,0,0,0,null
10/19/26,10/20/26,Money Management,Capital,null,0,0,0,0,380837.052
2/17/25,2/21/25,Money Management,Capital,547494.77,0,0,0,0,218819.8338
10/2/23,10/5/23,Money Management,Instant Payouts,75340.11114,0,0,0,0,null
8/24/26,8/25/26,Money Management,Capital,null,0,0,0,0,375796.6938
3/31/25,4/5/25,Money Management,Connect,26606.71276,0,0,0,0,133660.267
3/11/24,3/14/24,Money Management,Instant Payouts,95400.03655,0,0,0,0,null
9/28/26,9/28/26,Money Management,Capital,null,0,0,0,0,395038.1007
2/24/25,2/24/25,Money Management,Capital,280145.57,0,0,0,0,261953.5086
10/14/19,10/18/19,Money Management,Connect,-6568.103203,0,0,0,0,null
6/16/25,6/18/25,Money Management,Multicurrency Settlement,218133.8275,0,0,0,0,319945.3612
3/31/25,4/1/25,Money Management,Multicurrency Settlement,445869.4523,0,0,0,0,288011.9772
2/23/26,2/28/26,Money Management,Capital,787632.9597,0,0,0,0,731993.9602
6/29/26,7/1/26,Money Management,Instant Payouts,null,0,0,0,0,497965.5076
9/7/26,9/7/26,Money Management,Instant Payouts,null,0,0,0,0,612862.8172
7/6/26,7/6/26,Money Management,Connect,null,0,0,0,0,2222775.101
7/31/23,8/6/23,Money Management,Capital,69305.01496,0,0,0,0,null
12/19/22,12/22/22,Money Management,Multicurrency Settlement,102692.6852,0,0,0,0,null
9/13/21,9/15/21,Money Management,Connect,421895.9749,0,0,0,0,null
11/8/21,11/8/21,Money Management,Instant Payouts,173466.8965,0,0,0,0,null
11/20/23,11/25/23,Money Management,Connect,16758.35052,0,0,0,0,null
6/22/26,6/22/26,Money Management,Connect,null,0,0,0,0,1567388.919
8/14/23,8/20/23,Money Management,Capital,71993.58378,0,0,0,0,null
2/22/21,2/28/21,Money Management,Capital,742151.65,0,0,0,0,null
12/27/21,1/2/22,Money Management,Capital,24371.12146,0,0,0,0,null
4/13/26,4/18/26,Money Management,Connect,null,0,0,0,0,121249.5954
4/8/24,4/11/24,Money Management,Instant Payouts,96218.85293,0,0,0,0,null
9/18/23,9/22/23,Money Management,Connect,24293.48056,0,0,0,0,null
2/20/23,2/20/23,Money Management,Multicurrency Settlement,81226.79303,0,0,0,0,null
12/5/22,12/9/22,Money Management,Capital,188744.7723,0,0,0,0,null
7/3/23,7/3/23,Money Management,Capital,208631.5624,0,0,0,0,null
4/7/25,4/10/25,Money Management,Capital,536992.91,0,0,0,0,398459.8614
9/7/26,9/7/26,Money Management,Capital,null,0,0,0,0,426078.7349
6/15/26,6/16/26,Money Management,Connect,null,0,0,0,0,1629562.527
6/27/22,6/27/22,Money Management,Multicurrency Settlement,119135.4117,0,0,0,0,null
6/13/22,6/15/22,Money Management,Capital,108894.8726,0,0,0,0,null
5/16/22,5/16/22,Money Management,Multicurrency Settlement,75106.59133,0,0,0,0,null
3/28/22,3/31/22,Money Management,Multicurrency Settlement,30846.93,0,0,0,0,null
1/3/22,1/3/22,Money Management,Connect,412781.6492,0,0,0,0,null
3/4/24,3/8/24,Money Management,Instant Payouts,117862.5231,0,0,0,0,null
6/24/24,6/25/24,Money Management,Instant Payouts,213733.3816,0,0,0,0,null
3/11/24,3/11/24,Money Management,Capital,255200.3449,0,0,0,0,null
12/1/25,12/6/25,Money Management,Multicurrency Settlement,1334.876785,0,0,0,0,0
9/21/26,9/21/26,Money Management,Multicurrency Settlement,null,0,0,0,0,649390.3787
8/3/26,8/8/26,Money Management,Multicurrency Settlement,null,0,0,0,0,0
12/30/24,12/31/24,Money Management,Multicurrency Settlement,168353.6181,0,0,0,0,null
9/28/20,9/30/20,Money Management,Connect,9706535.975,0,0,0,0,null
12/11/23,12/12/23,Money Management,Instant Payouts,84923.4442,0,0,0,0,null
4/27/26,4/30/26,Money Management,Instant Payouts,null,0,0,0,0,498208.5208
4/3/23,4/3/23,Money Management,Multicurrency Settlement,275295.6753,0,0,0,0,null
10/21/24,10/23/24,Money Management,Multicurrency Settlement,232289.4453,0,0,0,0,null
10/3/22,10/6/22,Money Management,Capital,186799.3152,0,0,0,0,null
9/13/21,9/19/21,Money Management,Connect,574824.8918,0,0,0,0,null
8/7/23,8/12/23,Money Management,Connect,11607.44003,0,0,0,0,null
2/6/23,2/10/23,Money Management,Multicurrency Settlement,71407.16155,0,0,0,0,null
8/31/26,9/3/26,Money Management,Instant Payouts,null,0,0,0,0,439086.1257
8/17/26,8/17/26,Money Management,Multicurrency Settlement,null,0,0,0,0,605835.4255
1/1/24,1/2/24,Money Management,Connect,30716.65945,0,0,0,0,null
10/24/22,10/24/22,Money Management,Multicurrency Settlement,132507.3176,0,0,0,0,null
5/15/23,5/18/23,Money Management,Multicurrency Settlement,177221.1862,0,0,0,0,null
2/20/23,2/23/23,Money Management,Instant Payouts,195679.4216,0,0,0,0,null
8/21/23,8/24/23,Money Management,Connect,-43140.08314,0,0,0,0,null
9/22/25,9/27/25,Money Management,Multicurrency Settlement,273.2238901,0,0,0,0,0
9/8/25,9/10/25,Money Management,Multicurrency Settlement,332486.0127,0,0,0,0,351022.7992
6/17/24,6/21/24,Money Management,Instant Payouts,238734.2198,0,0,0,0,null
11/4/24,11/9/24,Money Management,Connect,19226.30564,0,0,0,0,null
7/14/25,7/18/25,Money Management,Instant Payouts,423461.0653,0,0,0,0,479872.2
6/27/22,7/3/22,Money Management,Capital,32254.8255,0,0,0,0,null
9/23/24,9/25/24,Money Management,Capital,191341.78,0,0,0,0,null
5/6/24,5/7/24,Money Management,Instant Payouts,92297.07276,0,0,0,0,null
8/10/26,8/14/26,Money Management,Connect,null,0,0,0,0,713920.9417
4/11/22,4/12/22,Money Management,Capital,82621.45405,0,0,0,0,null
6/6/22,6/12/22,Money Management,Instant Payouts,175551.7671,0,0,0,0,null
7/6/26,7/7/26,Money Management,Connect,null,0,0,0,0,2310945.911
8/23/21,8/25/21,Money Management,Instant Payouts,128960.1793,0,0,0,0,null
5/23/22,5/25/22,Money Management,Capital,97553.45357,0,0,0,0,null
4/15/24,4/18/24,Money Management,Connect,27575.01665,0,0,0,0,null
3/11/19,3/11/19,Money Management,Connect,-1814298.635,0,0,0,0,null
6/23/25,6/29/25,Money Management,Connect,815606.7069,0,0,0,0,763674.0765
9/26/22,9/26/22,Money Management,Connect,784371.9013,0,0,0,0,null
6/16/25,6/20/25,Money Management,Capital,411785.89,0,0,0,0,235309.6316
9/1/25,9/2/25,Money Management,Capital,301127.71,0,0,0,0,303647.8643
4/17/23,4/17/23,Money Management,Capital,190002.326,0,0,0,0,null
6/14/21,6/15/21,Money Management,Instant Payouts,115040.5471,0,0,0,0,null
9/27/21,9/28/21,Money Management,Connect,490463.6542,0,0,0,0,null
5/30/22,5/31/22,Money Management,Connect,609692.1436,0,0,0,0,null
12/23/24,12/25/24,Money Management,Instant Payouts,58647.95297,0,0,0,0,null
10/7/24,10/12/24,Money Management,Capital,132816.69,0,0,0,0,null
10/12/26,10/13/26,Money Management,Instant Payouts,null,0,0,0,0,473229.6997
6/1/26,6/5/26,Money Management,Connect,null,0,0,0,0,919109.8745
2/19/24,2/20/24,Money Management,Instant Payouts,120369.0868,0,0,0,0,null
5/3/21,5/3/21,Money Management,Instant Payouts,147062.5506,0,0,0,0,null
8/26/24,8/28/24,Money Management,Capital,271506.3459,0,0,0,0,null
12/14/26,12/19/26,Money Management,Instant Payouts,null,0,0,0,0,450326.8905
4/8/19,4/10/19,Money Management,Instant Payouts,-1799962.009,0,0,0,0,null
12/6/21,12/8/21,Money Management,Instant Payouts,147948.8666,0,0,0,0,null
11/10/25,11/12/25,Money Management,Multicurrency Settlement,467008.3483,0,0,0,0,373283.4934
12/23/24,12/29/24,Money Management,Multicurrency Settlement,129174.0831,0,0,0,0,null
8/30/21,9/4/21,Money Management,Capital,14158.71,0,0,0,0,null
2/19/24,2/22/24,Money Management,Multicurrency Settlement,183950.6175,0,0,0,0,null
6/24/24,6/28/24,Money Management,Connect,-91796.15624,0,0,0,0,null
11/29/21,12/1/21,Money Management,Instant Payouts,180139.6465,0,0,0,0,null
7/11/22,7/13/22,Money Management,Capital,102623.838,0,0,0,0,null
4/7/25,4/10/25,Money Management,Instant Payouts,368496.6012,0,0,0,0,309052.1896
3/2/26,3/5/26,Money Management,Capital,683358.6,0,0,0,0,611747.6989
8/22/22,8/23/22,Money Management,Capital,109706.7701,0,0,0,0,null
2/9/26,2/11/26,Money Management,Capital,337126.5925,0,0,0,0,432778.2662
7/7/25,7/10/25,Money Management,Capital,295569.84,0,0,0,0,370492.9984
7/18/22,7/19/22,Money Management,Instant Payouts,178506.0482,0,0,0,0,null
12/26/22,12/28/22,Money Management,Multicurrency Settlement,172072.7943,0,0,0,0,null
4/12/21,4/16/21,Money Management,Instant Payouts,132129.9399,0,0,0,0,null
6/22/26,6/26/26,Money Management,Instant Payouts,null,0,0,0,0,567795.4092
2/12/24,2/13/24,Money Management,Instant Payouts,86120.7872,0,0,0,0,null
10/21/24,10/23/24,Money Management,Capital,201712.74,0,0,0,0,null
4/25/22,4/26/22,Money Management,Connect,898251.4189,0,0,0,0,null
1/13/25,1/14/25,Money Management,Capital,300556.36,0,0,0,0,259479.1362
1/27/25,2/2/25,Money Management,Connect,23982.12497,0,0,0,0,875773.8951
12/29/25,1/1/26,Money Management,Connect,663020.9271,0,0,0,0,1921619.238
8/19/24,8/23/24,Money Management,Instant Payouts,154440.4464,0,0,0,0,null
10/20/25,10/26/25,Money Management,Connect,456493.285,0,0,0,0,763591.6666
5/12/25,5/18/25,Money Management,Multicurrency Settlement,122265.5844,0,0,0,0,98749.89471
6/10/24,6/16/24,Money Management,Multicurrency Settlement,105686.9313,0,0,0,0,null
7/22/24,7/25/24,Money Management,Capital,357139.6356,0,0,0,0,null
1/17/22,1/23/22,Money Management,Capital,21038.33329,0,0,0,0,null
4/29/24,5/4/24,Money Management,Connect,138936.6764,0,0,0,0,null
9/8/25,9/12/25,Money Management,Multicurrency Settlement,235938.8553,0,0,0,0,226975.909
11/16/26,11/19/26,Money Management,Instant Payouts,null,0,0,0,0,430431.4523
11/17/25,11/17/25,Money Management,Instant Payouts,496406.7384,0,0,0,0,488002.5796
8/1/22,8/1/22,Money Management,Connect,-679042.2289,0,0,0,0,null
11/8/21,11/9/21,Money Management,Instant Payouts,127369.4146,0,0,0,0,null
1/5/26,1/6/26,Money Management,Multicurrency Settlement,345471.5173,0,0,0,0,375245.5965
4/21/25,4/21/25,Money Management,Connect,711566.3385,0,0,0,0,1112687.365
7/22/24,7/23/24,Money Management,Capital,242151.1973,0,0,0,0,null
2/12/24,2/16/24,Money Management,Connect,36541.60471,0,0,0,0,null
5/1/23,5/7/23,Money Management,Multicurrency Settlement,93364.19636,0,0,0,0,null
10/31/22,11/6/22,Money Management,Capital,191641.0247,0,0,0,0,null
11/13/23,11/19/23,Money Management,Connect,14080.92747,0,0,0,0,null
10/20/25,10/20/25,Money Management,Multicurrency Settlement,475081.8676,0,0,0,0,542406.6677
3/17/25,3/18/25,Money Management,Connect,68725.9187,0,0,0,0,1219525.513
11/30/26,12/6/26,Money Management,Connect,null,0,0,0,0,1302764.917
6/6/22,6/6/22,Money Management,Multicurrency Settlement,118862.5413,0,0,0,0,null
2/21/22,2/21/22,Money Management,Instant Payouts,186687.1492,0,0,0,0,null
11/18/19,11/21/19,Money Management,Connect,-23382.49989,0,0,0,0,null
1/6/25,1/11/25,Money Management,Multicurrency Settlement,-16.20352643,0,0,0,0,0
12/16/24,12/20/24,Money Management,Connect,45860.80077,0,0,0,0,null
6/17/24,6/18/24,Money Management,Capital,293155.1025,0,0,0,0,null
5/18/26,5/21/26,Money Management,Instant Payouts,null,0,0,0,0,369042.0384
7/10/23,7/14/23,Money Management,Instant Payouts,96421.78053,0,0,0,0,null
8/26/19,8/31/19,Money Management,Capital,195591.1,0,0,0,0,null
12/29/25,12/31/25,Money Management,Connect,2028763.648,0,0,0,0,1469444.574
9/14/26,9/19/26,Money Management,Instant Payouts,null,0,0,0,0,432216.1324
6/30/25,7/6/25,Money Management,Instant Payouts,307718.1085,0,0,0,0,337998.5084
8/19/24,8/22/24,Money Management,Capital,383130.5224,0,0,0,0,null
12/18/23,12/24/23,Money Management,Instant Payouts,48465.15926,0,0,0,0,null
4/12/21,4/14/21,Money Management,Instant Payouts,111099.6578,0,0,0,0,null
7/15/24,7/21/24,Money Management,Multicurrency Settlement,97204.82233,0,0,0,0,null
2/3/25,2/6/25,Money Management,Multicurrency Settlement,347957.4256,0,0,0,0,338962.7596
7/8/24,7/10/24,Money Management,Multicurrency Settlement,240138.9475,0,0,0,0,null
4/3/23,4/6/23,Money Management,Multicurrency Settlement,181106.8675,0,0,0,0,null
9/9/24,9/9/24,Money Management,Connect,-524167.1917,0,0,0,0,null
10/28/24,11/2/24,Money Management,Connect,15792.74083,0,0,0,0,null
