reporting_week,reporting_date,product_pillar,product_grouping,[DROPPED] daily_actual_net_revenue,estimated_fy25_2_10_forecast,estimated_fy25_5_7_forecast,estimated_fy25_8_4_forecast,estimated_fy25_budget,estimated_fy26_budget,daily_actual_gross_revenue
10/10/22,10/12/22,Money Management,Financial Accounts,,0,0,0,0,5551.3,null
2/26/24,3/2/24,Money Management,Other BaaS Products,,0,0,0,0,-20647.48,null
12/8/25,12/14/25,Money Management,Mass Payouts,,0,0,0,0,3858.512908,0
5/8/23,5/8/23,Money Management,Other BaaS Products,,0,0,0,0,-4198.44,null
5/26/25,5/27/25,Money Management,Financial Accounts,,0,0,0,0,-4342.36,0
5/19/25,5/22/25,Money Management,Financial Accounts,,0,0,0,0,-3971.3,0
8/18/25,8/19/25,Money Management,Other BaaS Products,,0,0,0,0,-6240.34,0
5/8/23,5/11/23,Money Management,Other BaaS Products,,0,0,0,0,-7538.04,null
6/2/25,6/6/25,Money Management,Mass Payouts,,0,0,0,0,2103.049987,0
5/12/25,5/14/25,Money Management,Other BaaS Products,,0,0,0,0,-3967.1,0
5/26/25,5/28/25,Money Management,Other BaaS Products,,0,0,0,0,-3699.35,0
9/29/25,10/1/25,Money Management,Financial Accounts,,0,0,0,0,-4790.180934,0
10/9/23,10/10/23,Money Management,Financial Accounts,,0,0,0,0,-276.58,null
3/16/26,3/20/26,Money Management,Financial Accounts,,0,0,0,0,null,0
8/22/22,8/22/22,Money Management,Other BaaS Products,,0,0,0,0,-6433,null
2/3/25,2/5/25,Money Management,Other BaaS Products,,0,0,0,0,-6243.02,0
6/30/25,7/4/25,Money Management,Mass Payouts,,0,0,0,0,1012.343884,0
11/24/25,11/24/25,Money Management,Mass Payouts,,0,0,0,0,4195.801059,0
1/31/22,2/4/22,Money Management,Other BaaS Products,,0,0,0,0,-12855.79,null
8/5/24,8/9/24,Money Management,Other BaaS Products,,0,0,0,0,-6244.36,null
12/30/24,1/3/25,Money Management,Mass Payouts,,0,0,0,0,1450,0
7/22/24,7/24/24,Money Management,Mass Payouts,,0,0,0,0,93,null
10/13/25,10/18/25,Money Management,Financial Accounts,,0,0,0,0,-5046.803584,0
10/20/25,10/26/25,Money Management,Financial Accounts,,0,0,0,0,-6191.84,0
2/16/26,2/17/26,Money Management,Faster Payouts,,0,0,0,0,44664.08503,0
1/10/22,1/10/22,Money Management,Other BaaS Products,,0,0,0,0,-6102.81,null
6/24/24,6/30/24,Money Management,Financial Accounts,,0,0,0,0,1665735.57,null
2/23/26,2/28/26,Money Management,Other BaaS Products,,0,0,0,0,142386.87,17280
1/23/23,1/24/23,Money Management,Other BaaS Products,,0,0,0,0,-6759.01,null
10/30/23,11/5/23,Money Management,Other BaaS Products,,0,0,0,0,-5836.96,null
9/9/24,9/10/24,Money Management,Mass Payouts,,0,0,0,0,93,null
6/2/25,6/6/25,Money Management,Faster Payouts,,0,0,0,0,-93094.25602,0
3/4/24,3/6/24,Money Management,Other BaaS Products,,0,0,0,0,-6936.13,null
3/3/25,3/6/25,Money Management,Other BaaS Products,,0,0,0,0,-7039.55,0
5/12/25,5/16/25,Money Management,Financial Accounts,,0,0,0,0,-4365.22,0
1/6/25,1/11/25,Money Management,Financial Accounts,,0,0,0,0,0.18,0
3/9/26,3/9/26,Money Management,Faster Payouts,,0,0,0,0,45466.04588,0
1/29/24,1/31/24,Money Management,Other BaaS Products,,0,0,0,0,250274.04,null
9/6/21,9/9/21,Money Management,Other BaaS Products,,0,0,0,0,-11421.48,null
2/7/22,2/9/22,Money Management,Other BaaS Products,,0,0,0,0,-11555.03,null
3/24/25,3/26/25,Money Management,Financial Accounts,,0,0,0,0,0,0
6/30/25,7/3/25,Money Management,Other BaaS Products,,0,0,0,0,-5497.59,0
9/8/25,9/14/25,Money Management,Other BaaS Products,,0,0,0,0,-2118.17,0
1/12/26,1/12/26,Money Management,Mass Payouts,,0,0,0,0,19683.83018,0
5/29/23,6/1/23,Money Management,Other BaaS Products,,0,0,0,0,-11463.62,null
3/9/26,3/13/26,Money Management,Faster Payouts,,0,0,0,0,53645.45281,0
10/13/25,10/15/25,Money Management,Financial Accounts,,0,0,0,0,-14393.58682,0
6/19/23,6/24/23,Money Management,Other BaaS Products,,0,0,0,0,-5709.48,null
4/6/26,4/8/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
3/30/26,4/2/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
2/17/25,2/20/25,Money Management,Bridge,,0,0,0,0,0,0
5/5/25,5/7/25,Money Management,Mass Payouts,,0,0,0,0,0,0
12/14/26,12/16/26,Money Management,Financial Accounts,,0,0,0,0,null,0
5/11/26,5/14/26,Money Management,Mass Payouts,,0,0,0,0,null,0
5/4/26,5/5/26,Money Management,Mass Payouts,,0,0,0,0,null,0
12/28/26,12/28/26,Money Management,Bridge,,0,0,0,0,null,0
12/7/26,12/12/26,Money Management,Bridge,,0,0,0,0,null,0
9/7/26,9/13/26,Money Management,Faster Payouts,,0,0,0,0,null,0
3/23/26,3/24/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/6/26,7/9/26,Money Management,Faster Payouts,,0,0,0,0,null,0
4/27/26,5/1/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/3/26,8/3/26,Money Management,Bridge,,0,0,0,0,null,0
10/19/26,10/25/26,Money Management,Financial Accounts,,0,0,0,0,null,0
10/26/26,11/1/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/28/26,12/28/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
12/7/26,12/13/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/10/26,8/13/26,Money Management,Mass Payouts,,0,0,0,0,null,0
9/14/26,9/17/26,Money Management,Mass Payouts,,0,0,0,0,null,0
3/3/25,3/9/25,Money Management,Financial Accounts,,0,0,0,0,0,0
8/31/26,8/31/26,Money Management,Financial Accounts,,0,0,0,0,null,1290284.69
4/20/26,4/24/26,Money Management,Bridge,,0,0,0,0,null,0
6/15/26,6/17/26,Money Management,Bridge,,0,0,0,0,null,0
2/17/25,2/17/25,Money Management,Financial Accounts,,0,0,0,0,0,0
12/15/25,12/16/25,Money Management,Financial Accounts,,0,0,0,0,-4957.995698,0
12/20/21,12/21/21,Money Management,Other BaaS Products,,0,0,0,0,-9139.9,null
12/16/24,12/18/24,Money Management,Mass Payouts,,0,0,0,0,548,null
3/3/25,3/7/25,Money Management,Financial Accounts,,0,0,0,0,1025677.48,0
1/25/21,1/29/21,Money Management,Other BaaS Products,,0,0,0,0,0,null
7/21/25,7/22/25,Money Management,Other BaaS Products,,0,0,0,0,-3529.13,0
11/24/25,11/30/25,Money Management,Mass Payouts,,0,0,0,0,3659.610393,73387.96426
3/16/26,3/16/26,Money Management,Mass Payouts,,0,0,0,0,20925.92227,0
12/8/25,12/10/25,Money Management,Faster Payouts,,0,0,0,0,31469.44451,0
5/26/25,5/26/25,Money Management,Faster Payouts,,0,0,0,0,13154.79467,0
6/27/22,7/2/22,Money Management,Other BaaS Products,,0,0,0,0,-17823.93,null
10/7/24,10/9/24,Money Management,Other BaaS Products,,0,0,0,0,-8714.24,null
8/12/24,8/13/24,Money Management,Other BaaS Products,,0,0,0,0,-7897.27,null
4/22/24,4/26/24,Money Management,Other BaaS Products,,0,0,0,0,-7573.79,null
4/7/25,4/10/25,Money Management,Other BaaS Products,,0,0,0,0,-6853.66,0
3/16/26,3/21/26,Money Management,Mass Payouts,,0,0,0,0,null,0
12/30/24,1/2/25,Money Management,Other BaaS Products,,0,0,0,0,-17074.98,0
12/11/23,12/16/23,Money Management,Other BaaS Products,,0,0,0,0,-5948.78,null
5/5/25,5/10/25,Money Management,Other BaaS Products,,0,0,0,0,-5173.94,0
12/5/22,12/11/22,Money Management,Other BaaS Products,,0,0,0,0,-6043.5,null
3/13/23,3/19/23,Money Management,Other BaaS Products,,0,0,0,0,-5132.22,null
10/14/24,10/18/24,Money Management,Other BaaS Products,,0,0,0,0,-7045.46,null
5/26/25,5/31/25,Money Management,Bridge,,0,0,0,0,2745235.36,2745235.36
11/27/23,11/30/23,Money Management,Other BaaS Products,,0,0,0,0,293178.58,null
12/8/25,12/11/25,Money Management,Financial Accounts,,0,0,0,0,-4030.247882,0
5/5/25,5/9/25,Money Management,Financial Accounts,,0,0,0,0,-4171.15,0
10/16/23,10/18/23,Money Management,Other BaaS Products,,0,0,0,0,-8009.83,null
1/12/26,1/16/26,Money Management,Financial Accounts,,0,0,0,0,-34487.35548,0
12/8/25,12/13/25,Money Management,Other BaaS Products,,0,0,0,0,-3307.41,0
1/15/24,1/19/24,Money Management,Other BaaS Products,,0,0,0,0,-7244.14,null
10/3/22,10/8/22,Money Management,Other BaaS Products,,0,0,0,0,-10160.41,null
5/12/25,5/17/25,Money Management,Other BaaS Products,,0,0,0,0,-3909.12,0
10/4/21,10/6/21,Money Management,Financial Accounts,,0,0,0,0,14003,null
9/8/25,9/10/25,Money Management,Faster Payouts,,0,0,0,0,23724.1383,0
2/16/26,2/22/26,Money Management,Other BaaS Products,,0,0,0,0,-2753.22,0
9/16/24,9/21/24,Money Management,Other BaaS Products,,0,0,0,0,-5078.94,null
8/11/25,8/15/25,Money Management,Mass Payouts,,0,0,0,0,3487.088483,0
9/9/24,9/9/24,Money Management,Other BaaS Products,,0,0,0,0,-4503.08,null
3/14/22,3/19/22,Money Management,Other BaaS Products,,0,0,0,0,-11764.3,null
1/2/23,1/4/23,Money Management,Other BaaS Products,,0,0,0,0,-9676.89,null
12/18/23,12/21/23,Money Management,Other BaaS Products,,0,0,0,0,-5069.73,null
12/8/25,12/8/25,Money Management,Faster Payouts,,0,0,0,0,28870.97853,0
1/9/23,1/11/23,Money Management,Other BaaS Products,,0,0,0,0,-8010.17,null
11/18/24,11/23/24,Money Management,Other BaaS Products,,0,0,0,0,-4588.26,null
4/24/23,4/30/23,Money Management,Other BaaS Products,,0,0,0,0,298344.83,null
3/10/25,3/10/25,Money Management,Bridge,,0,0,0,0,0,0
8/24/26,8/28/26,Money Management,Faster Payouts,,0,0,0,0,null,0
2/16/26,2/17/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
7/20/26,7/22/26,Money Management,Financial Accounts,,0,0,0,0,null,0
5/18/26,5/20/26,Money Management,Faster Payouts,,0,0,0,0,null,0
10/26/26,10/28/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
10/5/26,10/11/26,Money Management,Financial Accounts,,0,0,0,0,null,0
12/30/24,1/2/25,Money Management,Financial Accounts,,0,0,0,0,0,0
9/7/26,9/11/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/20/26,4/22/26,Money Management,Mass Payouts,,0,0,0,0,null,0
10/19/26,10/22/26,Money Management,Faster Payouts,,0,0,0,0,null,0
3/16/26,3/19/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
11/30/26,12/6/26,Money Management,Faster Payouts,,0,0,0,0,null,0
8/17/26,8/19/26,Money Management,Bridge,,0,0,0,0,null,0
11/2/26,11/5/26,Money Management,Bridge,,0,0,0,0,null,0
6/22/26,6/27/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/25/25,8/28/25,Money Management,Bridge,,0,0,0,0,0,0
10/26/26,10/29/26,Money Management,Financial Accounts,,0,0,0,0,null,0
9/15/25,9/20/25,Money Management,Bridge,,0,0,0,0,0,0
6/29/26,7/3/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
11/16/26,11/16/26,Money Management,Mass Payouts,,0,0,0,0,null,0
9/22/25,9/28/25,Money Management,Bridge,,0,0,0,0,0,0
3/16/26,3/20/26,Money Management,Bridge,,0,0,0,0,null,0
6/16/25,6/18/25,Money Management,Bridge,,0,0,0,0,0,0
10/20/25,10/25/25,Money Management,Bridge,,0,0,0,0,0,0
7/13/26,7/17/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
9/21/26,9/26/26,Money Management,Mass Payouts,,0,0,0,0,null,0
9/28/26,9/30/26,Money Management,Mass Payouts,,0,0,0,0,null,606372.91
2/9/26,2/11/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
7/7/25,7/11/25,Money Management,Bridge,,0,0,0,0,0,0
6/8/26,6/11/26,Money Management,Faster Payouts,,0,0,0,0,null,0
5/12/25,5/16/25,Money Management,Bridge,,0,0,0,0,0,0
4/14/25,4/16/25,Money Management,Bridge,,0,0,0,0,0,0
3/10/25,3/14/25,Money Management,Financial Accounts,,0,0,0,0,0,0
12/21/26,12/24/26,Money Management,Bridge,,0,0,0,0,null,0
3/30/26,4/5/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/25/26,5/30/26,Money Management,Bridge,,0,0,0,0,null,0
3/9/26,3/11/26,Money Management,Bridge,,0,0,0,0,0,0
6/22/26,6/28/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/8/25,9/13/25,Money Management,Faster Payouts,,0,0,0,0,18449.04292,0
11/17/25,11/17/25,Money Management,Mass Payouts,,0,0,0,0,2347.143035,0
3/31/25,4/4/25,Money Management,Mass Payouts,,0,0,0,0,-1.98,0
3/3/25,3/5/25,Money Management,Mass Payouts,,0,0,0,0,530.25,0
12/4/23,12/8/23,Money Management,Financial Accounts,,0,0,0,0,-512533.8,null
10/27/25,10/30/25,Money Management,Faster Payouts,,0,0,0,0,37715.26426,0
12/20/21,12/24/21,Money Management,Other BaaS Products,,0,0,0,0,-8229.38,null
9/30/24,9/30/24,Money Management,Mass Payouts,,0,0,0,0,84,null
9/22/25,9/28/25,Money Management,Financial Accounts,,0,0,0,0,223753.3792,0
3/17/25,3/18/25,Money Management,Other BaaS Products,,0,0,0,0,-6333.94,0
3/14/22,3/15/22,Money Management,Other BaaS Products,,0,0,0,0,-12591.8,null
12/27/21,1/1/22,Money Management,Other BaaS Products,,0,0,0,0,-6900.82,null
3/24/25,3/25/25,Money Management,Other BaaS Products,,0,0,0,0,-5433.56,0
10/7/24,10/10/24,Money Management,Other BaaS Products,,0,0,0,0,-6013.07,null
12/16/24,12/17/24,Money Management,Faster Payouts,,0,0,0,0,17750.17852,null
12/8/25,12/8/25,Money Management,Other BaaS Products,,0,0,0,0,-2650.56,0
4/17/23,4/23/23,Money Management,Other BaaS Products,,0,0,0,0,-3935.1,null
7/26/21,7/26/21,Money Management,Other BaaS Products,,0,0,0,0,-5595.52,null
8/23/21,8/25/21,Money Management,Other BaaS Products,,0,0,0,0,-10180.93,null
9/1/25,9/6/25,Money Management,Other BaaS Products,,0,0,0,0,-4931.44,0
3/24/25,3/29/25,Money Management,Mass Payouts,,0,0,0,0,26,0
2/5/24,2/10/24,Money Management,Other BaaS Products,,0,0,0,0,-5360.86,null
10/13/25,10/15/25,Money Management,Mass Payouts,,0,0,0,0,3718.439825,0
5/26/25,5/26/25,Money Management,Other BaaS Products,,0,0,0,0,-2053.45,0
2/20/23,2/22/23,Money Management,Other BaaS Products,,0,0,0,0,-8464.47,null
9/9/24,9/12/24,Money Management,Other BaaS Products,,0,0,0,0,-5795.04,null
8/22/22,8/25/22,Money Management,Other BaaS Products,,0,0,0,0,-8843.79,null
5/12/25,5/13/25,Money Management,Mass Payouts,,0,0,0,0,1.5,0
4/14/25,4/17/25,Money Management,Other BaaS Products,,0,0,0,0,-5275.91,0
2/10/25,2/13/25,Money Management,Other BaaS Products,,0,0,0,0,-4649.24,0
5/12/25,5/17/25,Money Management,Faster Payouts,,0,0,0,0,14057.24806,0
9/15/25,9/18/25,Money Management,Financial Accounts,,0,0,0,0,7990.16604,0
5/19/25,5/25/25,Money Management,Mass Payouts,,0,0,0,0,8.25,0
2/16/26,2/16/26,Money Management,Mass Payouts,,0,0,0,0,14431.69939,0
10/28/24,11/1/24,Money Management,Financial Accounts,,0,0,0,0,-716974.38,null
11/11/24,11/17/24,Money Management,Other BaaS Products,,0,0,0,0,-3539.46,null
2/10/25,2/10/25,Money Management,Other BaaS Products,,0,0,0,0,-3931.47,0
10/4/21,10/5/21,Money Management,Other BaaS Products,,0,0,0,0,-11327.27,null
1/5/26,1/10/26,Money Management,Faster Payouts,,0,0,0,0,32477.09716,0
5/11/26,5/14/26,Money Management,Financial Accounts,,0,0,0,0,null,0
8/10/26,8/10/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/29/26,7/5/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/13/26,7/19/26,Money Management,Bridge,,0,0,0,0,null,0
11/16/26,11/20/26,Money Management,Bridge,,0,0,0,0,null,0
5/4/26,5/4/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/28/26,10/4/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
3/3/25,3/9/25,Money Management,Bridge,,0,0,0,0,0,0
10/6/25,10/12/25,Money Management,Bridge,,0,0,0,0,0,0
8/17/26,8/20/26,Money Management,Bridge,,0,0,0,0,null,0
11/30/26,12/6/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/28/26,9/28/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/2/26,11/4/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
1/26/26,2/1/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
2/10/25,2/10/25,Money Management,Bridge,,0,0,0,0,0,0
3/16/26,3/22/26,Money Management,Bridge,,0,0,0,0,null,0
8/24/26,8/26/26,Money Management,Faster Payouts,,0,0,0,0,null,0
8/17/26,8/19/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/7/25,4/13/25,Money Management,Mass Payouts,,0,0,0,0,0,0
11/30/26,12/6/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
10/20/25,10/22/25,Money Management,Bridge,,0,0,0,0,0,0
9/7/26,9/8/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
11/2/26,11/6/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
3/10/25,3/15/25,Money Management,Bridge,,0,0,0,0,0,0
8/17/26,8/21/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/16/26,11/16/26,Money Management,Bridge,,0,0,0,0,null,0
6/30/25,7/5/25,Money Management,Bridge,,0,0,0,0,0,0
9/28/26,10/2/26,Money Management,Faster Payouts,,0,0,0,0,null,0
10/13/25,10/14/25,Money Management,Other BaaS Products,,0,0,0,0,-3757.38,0
2/2/26,2/2/26,Money Management,Other BaaS Products,,0,0,0,0,-9066.01,0
2/17/25,2/21/25,Money Management,Mass Payouts,,0,0,0,0,2119.5,0
2/16/26,2/20/26,Money Management,Faster Payouts,,0,0,0,0,49292.16015,0
12/18/23,12/18/23,Money Management,Other BaaS Products,,0,0,0,0,-4107.7,null
11/25/24,12/1/24,Money Management,Faster Payouts,,0,0,0,0,703181.8126,null
8/11/25,8/15/25,Money Management,Other BaaS Products,,0,0,0,0,-3476.99,0
7/7/25,7/7/25,Money Management,Financial Accounts,,0,0,0,0,-5758.4,0
10/27/25,11/1/25,Money Management,Faster Payouts,,0,0,0,0,59552.9981,0
2/16/26,2/21/26,Money Management,Mass Payouts,,0,0,0,0,16858.04586,0
4/8/24,4/8/24,Money Management,Other BaaS Products,,0,0,0,0,-5412.82,null
7/19/21,7/20/21,Money Management,Other BaaS Products,,0,0,0,0,-7233.35,null
10/31/22,11/4/22,Money Management,Other BaaS Products,,0,0,0,0,-11831.9,null
7/28/25,7/31/25,Money Management,Mass Payouts,,0,0,0,0,2067.74105,58465.48543
7/28/25,7/30/25,Money Management,Mass Payouts,,0,0,0,0,3620.781852,0
2/3/25,2/4/25,Money Management,Financial Accounts,,0,0,0,0,-2222.94,0
5/16/22,5/22/22,Money Management,Other BaaS Products,,0,0,0,0,-8637.81,null
10/24/22,10/26/22,Money Management,Other BaaS Products,,0,0,0,0,-9033.2,null
10/14/24,10/16/24,Money Management,Other BaaS Products,,0,0,0,0,-7490.85,null
3/14/22,3/14/22,Money Management,Other BaaS Products,,0,0,0,0,-3908.35,null
8/29/22,8/31/22,Money Management,Financial Accounts,,0,0,0,0,7901.79,null
9/23/24,9/29/24,Money Management,Other BaaS Products,,0,0,0,0,-2905.8,null
2/16/26,2/22/26,Money Management,Faster Payouts,,0,0,0,0,28605.98661,0
10/3/22,10/7/22,Money Management,Other BaaS Products,,0,0,0,0,-8948.34,null
3/18/24,3/21/24,Money Management,Other BaaS Products,,0,0,0,0,-6083.42,null
5/19/25,5/20/25,Money Management,Financial Accounts,,0,0,0,0,-4656.05,0
7/28/25,7/29/25,Money Management,Financial Accounts,,0,0,0,0,-3621.639091,0
5/16/22,5/17/22,Money Management,Other BaaS Products,,0,0,0,0,-10122.4,null
1/1/24,1/2/24,Money Management,Other BaaS Products,,0,0,0,0,-17153.47,null
10/23/23,10/28/23,Money Management,Other BaaS Products,,0,0,0,0,-6866.1,null
6/16/25,6/18/25,Money Management,Financial Accounts,,0,0,0,0,-4982.57,0
11/3/25,11/4/25,Money Management,Other BaaS Products,,0,0,0,0,-6253.32,0
2/5/24,2/7/24,Money Management,Financial Accounts,,0,0,0,0,-685612.54,null
1/5/26,1/8/26,Money Management,Mass Payouts,,0,0,0,0,29276.67952,0
6/20/22,6/25/22,Money Management,Other BaaS Products,,0,0,0,0,-8327.67,null
7/7/25,7/8/25,Money Management,Faster Payouts,,0,0,0,0,25515.34957,0
11/10/25,11/16/25,Money Management,Faster Payouts,,0,0,0,0,18111.83362,0
12/1/25,12/2/25,Money Management,Other BaaS Products,,0,0,0,0,-16473.01,0
9/12/22,9/15/22,Money Management,Financial Accounts,,0,0,0,0,0.25,null
11/13/23,11/17/23,Money Management,Other BaaS Products,,0,0,0,0,-6544.66,null
8/19/24,8/19/24,Money Management,Other BaaS Products,,0,0,0,0,-4745.32,null
5/22/23,5/27/23,Money Management,Other BaaS Products,,0,0,0,0,-5419.09,null
4/21/25,4/27/25,Money Management,Other BaaS Products,,0,0,0,0,-2607.82,0
4/28/25,4/30/25,Money Management,Mass Payouts,,0,0,0,0,0,104.2031993
9/4/23,9/7/23,Money Management,Financial Accounts,,0,0,0,0,-83763.13,null
4/21/25,4/22/25,Money Management,Financial Accounts,,0,0,0,0,-4543.518578,0
8/3/26,8/9/26,Money Management,Financial Accounts,,0,0,0,0,null,0
10/26/26,10/29/26,Money Management,Bridge,,0,0,0,0,null,0
5/4/26,5/6/26,Money Management,Financial Accounts,,0,0,0,0,null,0
6/1/26,6/6/26,Money Management,Mass Payouts,,0,0,0,0,null,0
3/31/25,4/5/25,Money Management,Bridge,,0,0,0,0,0,0
7/28/25,7/30/25,Money Management,Bridge,,0,0,0,0,0,0
7/20/26,7/24/26,Money Management,Financial Accounts,,0,0,0,0,null,0
5/5/25,5/6/25,Money Management,Mass Payouts,,0,0,0,0,0,0
5/11/26,5/11/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/1/26,6/4/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/14/26,12/19/26,Money Management,Bridge,,0,0,0,0,null,0
11/17/25,11/23/25,Money Management,Bridge,,0,0,0,0,0,0
6/1/26,6/2/26,Money Management,Mass Payouts,,0,0,0,0,null,0
12/30/24,1/5/25,Money Management,Faster Payouts,,0,0,0,0,0,0
6/29/26,7/2/26,Money Management,Financial Accounts,,0,0,0,0,null,0
9/14/26,9/17/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/23/26,11/27/26,Money Management,Financial Accounts,,0,0,0,0,null,0
4/20/26,4/20/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/31/26,9/2/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
10/26/26,11/1/26,Money Management,Bridge,,0,0,0,0,null,0
3/16/26,3/18/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
11/9/26,11/12/26,Money Management,Faster Payouts,,0,0,0,0,null,0
2/16/26,2/21/26,Money Management,Bridge,,0,0,0,0,0,0
10/26/26,10/29/26,Money Management,Mass Payouts,,0,0,0,0,null,0
10/5/26,10/6/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/2/26,11/8/26,Money Management,Bridge,,0,0,0,0,null,0
1/12/26,1/18/26,Money Management,Other BaaS Products,,0,0,0,0,-1986.48,0
2/16/26,2/17/26,Money Management,Financial Accounts,,0,0,0,0,-4505.827536,0
7/17/23,7/20/23,Money Management,Other BaaS Products,,0,0,0,0,-6975.82,null
